DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
09/30/2024,01:00,7RNCHSLR_ALL, 22.83,N
09/30/2024,01:00,ADL_RN, 23.02,N
09/30/2024,01:00,AEEC, 21.97,N
09/30/2024,01:00,AE_RN, 23,N
09/30/2024,01:00,AGUAYO_UNIT1, 27.53,N
09/30/2024,01:00,AJAXWIND_RN, 22.64,N
09/30/2024,01:00,ALGOD_ALL_RN, 23.02,N
09/30/2024,01:00,ALP_BESS_RN, 45.12,N
09/30/2024,01:00,ALVIN_RN, 23.01,N
09/30/2024,01:00,AMADEUS_ALL, 24.67,N
09/30/2024,01:00,AMISTAD_ALL, 36.55,N
09/30/2024,01:00,AMOCOOIL_CC1, 23.01,N
09/30/2024,01:00,AMOCOOIL_CC2, 23.01,N
09/30/2024,01:00,AMOCO_PUN1, 23.01,N
09/30/2024,01:00,AMOCO_PUN2, 23.01,N
09/30/2024,01:00,AMO_AMOCO_1, 23.01,N
09/30/2024,01:00,AMO_AMOCO_2, 23.01,N
09/30/2024,01:00,AMO_AMOCO_5, 23.01,N
09/30/2024,01:00,AMO_AMOCO_G1, 23.01,N
09/30/2024,01:00,AMO_AMOCO_G2, 23.01,N
09/30/2024,01:00,AMO_AMOCO_G3, 23.01,N
09/30/2024,01:00,AMO_AMOCO_S1, 23.01,N
09/30/2024,01:00,AMO_AMOCO_S2, 23.01,N
09/30/2024,01:00,ANACACHO_ANA, 28.29,N
09/30/2024,01:00,ANCHOR_ALL, 24.09,N
09/30/2024,01:00,ANDMDSLR_ALL, 24.89,N
09/30/2024,01:00,ANEM_ESS_RN, 22.96,N
09/30/2024,01:00,ANG_ALL, 33.74,N
09/30/2024,01:00,ANSON1_ALL, 25.4,N
09/30/2024,01:00,APPALOSA_ALL, 50.37,N
09/30/2024,01:00,AQUI_ALL, 23.27,N
09/30/2024,01:00,ARAGORN_RN, 49.81,N
09/30/2024,01:00,ASTRA_RN, 22.76,N
09/30/2024,01:00,ATK_ATKINSG7, 23.02,N
09/30/2024,01:00,AURO_SLR_RN, 22.95,N
09/30/2024,01:00,AUSTPL_ALL, 22.69,N
09/30/2024,01:00,AVIAT_ALL, 32.89,N
09/30/2024,01:00,AZURE_RN, 24.29,N
09/30/2024,01:00,AZ_ALL, 23.02,N
09/30/2024,01:00,BAC_RN_ALL, 23.01,N
09/30/2024,01:00,BAFFIN_ALL, 23,N
09/30/2024,01:00,BAIRDWND_ALL, 24.44,N
09/30/2024,01:00,BAKE_RN_ALL, 22.97,N
09/30/2024,01:00,BARROW_ALL, 48.65,N
09/30/2024,01:00,BASTEN_CC1, 22.81,N
09/30/2024,01:00,BASTEN_CCU, 22.81,N
09/30/2024,01:00,BATCAVE_RN, -13.65,N
09/30/2024,01:00,BAYC_BESS_RN, 22.97,N
09/30/2024,01:00,BBREEZE_1_2, 22.99,N
09/30/2024,01:00,BCATWD_WD_1, 18.63,N
09/30/2024,01:00,BCH_RN, 23,N
09/30/2024,01:00,BCK_RN, 23,N
09/30/2024,01:00,BELM_SLR_RN, 23.14,N
09/30/2024,01:00,BIGSTAR_ALL, 22.84,N
09/30/2024,01:00,BLACKJAK_RN, 22.89,N
09/30/2024,01:00,BLSMT1_5_A_6, 23.03,N
09/30/2024,01:00,BLUEJAY_RN, 23.03,N
09/30/2024,01:00,BOARDCRK_ALL, 23.18,N
09/30/2024,01:00,BOCO_ESS_RN, 37.42,N
09/30/2024,01:00,BOOTLEG_UN1, 46.89,N
09/30/2024,01:00,BORDAS_345, 22.89,N
09/30/2024,01:00,BOSQUESW_CC1, 23.48,N
09/30/2024,01:00,BOSQUESW_CC2, 23.33,N
09/30/2024,01:00,BOSQ_BSQSU_5, 23.33,N
09/30/2024,01:00,BOSQ_BSQS_12, 23.33,N
09/30/2024,01:00,BOSQ_BSQS_34, 23.48,N
09/30/2024,01:00,BRANDON_RN, 45.85,N
09/30/2024,01:00,BRAUNIG_CC1, 22.99,N
09/30/2024,01:00,BRAUNIG_VHB1, 23.01,N
09/30/2024,01:00,BRAUNIG_VHB2, 23.01,N
09/30/2024,01:00,BRAUNIG_VHB3, 23.02,N
09/30/2024,01:00,BRAZ_WND_ALL, 18.4,N
09/30/2024,01:00,BRA_AVR1_CT2, 22.99,N
09/30/2024,01:00,BRA_AVR_CST1, 22.99,N
09/30/2024,01:00,BRHEIGHT_RN, 23.01,N
09/30/2024,01:00,BRIGHTSD_RN, 23.19,N
09/30/2024,01:00,BRIGHTSD_U1, 23.17,N
09/30/2024,01:00,BRISCOE_WIND, 23.05,N
09/30/2024,01:00,BRPANGLE_RN, 23,N
09/30/2024,01:00,BRPMAGNO_RN, 23.01,N
09/30/2024,01:00,BRP_BRAZ_RN, 23,N
09/30/2024,01:00,BRP_DIKN_RN, 23.01,N
09/30/2024,01:00,BRP_LOOP_RN, 22.95,N
09/30/2024,01:00,BRP_LOP1_RN, 23.31,N
09/30/2024,01:00,BRP_PBL1_RN, 28.06,N
09/30/2024,01:00,BRP_PBL2_RN, 28.06,N
09/30/2024,01:00,BRP_RN_UNIT1, 22.56,N
09/30/2024,01:00,BRP_SWNY_RN, 23,N
09/30/2024,01:00,BRP_ZPT1_RN, 23.43,N
09/30/2024,01:00,BRP_ZPT2_RN, 23.43,N
09/30/2024,01:00,BRTSW_BCW1, 18.07,N
09/30/2024,01:00,BR_ARROW_ALL, 23.04,N
09/30/2024,01:00,BR_VHB6CT5_6, 23.01,N
09/30/2024,01:00,BR_VHB6CT7_8, 23.01,N
09/30/2024,01:00,BSS_U1, 23,N
09/30/2024,01:00,BTE_BTE_G1, 23.02,N
09/30/2024,01:00,BTE_BTE_G2, 23.02,N
09/30/2024,01:00,BTE_BTE_G3, 23.02,N
09/30/2024,01:00,BTE_BTE_G4, 23.02,N
09/30/2024,01:00,BTE_CC1, 23.02,N
09/30/2024,01:00,BTE_PUN1, 23.02,N
09/30/2024,01:00,BTE_PUN2, 23.02,N
09/30/2024,01:00,BTM_ALL, 23,N
09/30/2024,01:00,BUCHAN_ALL, 16.38,N
09/30/2024,01:00,BUCKTHRN_RN, 22.07,N
09/30/2024,01:00,BUFF_GAP_ALL, 25.09,N
09/30/2024,01:00,BULLCRK_1_2, 33.75,N
09/30/2024,01:00,BVE_CC1, 23,N
09/30/2024,01:00,BVE_UNIT1, 23,N
09/30/2024,01:00,BVE_UNIT2, 23,N
09/30/2024,01:00,BVE_UNIT3, 23,N
09/30/2024,01:00,BYRDR_ES_ALL, 23,N
09/30/2024,01:00,BYU_BYU_1, 23.01,N
09/30/2024,01:00,BYU_BYU_12, 23.01,N
09/30/2024,01:00,BYU_BYU_34, 23.01,N
09/30/2024,01:00,BYU_CC1, 23.01,N
09/30/2024,01:00,BYU_G4_RN, 23.01,N
09/30/2024,01:00,BYU_PUN1, 23.01,N
09/30/2024,01:00,BYU_PUN2, 23.01,N
09/30/2024,01:00,BYU_PUN3, 23.01,N
09/30/2024,01:00,BYU_PUN4, 23.01,N
09/30/2024,01:00,B_DAVIS_3, 23.02,N
09/30/2024,01:00,B_DAVIS_4, 23.02,N
09/30/2024,01:00,B_DAVIS_CC1, 23.02,N
09/30/2024,01:00,B_D_B_DAVIG1, 23.02,N
09/30/2024,01:00,B_D_B_DAVIG2, 23.02,N
09/30/2024,01:00,CABEZON_ALL, 22.93,N
09/30/2024,01:00,CALAVER_JKS1, 22.98,N
09/30/2024,01:00,CALAVER_JKS2, 22.98,N
09/30/2024,01:00,CALAVER_JTD1, 22.99,N
09/30/2024,01:00,CALAVER_JTD2, 22.99,N
09/30/2024,01:00,CALAVER_OWS1, 23,N
09/30/2024,01:00,CALAVER_OWS2, 23,N
09/30/2024,01:00,CALHOUN_ALL, 22.95,N
09/30/2024,01:00,CALLAHA_WND1, 30.74,N
09/30/2024,01:00,CAL_CALGT1, 23.02,N
09/30/2024,01:00,CAL_CALSTG1, 23.02,N
09/30/2024,01:00,CAL_CC1, 23.02,N
09/30/2024,01:00,CAL_PUN1, 23.02,N
09/30/2024,01:00,CAL_PUN2, 23.02,N
09/30/2024,01:00,CAMWIND_RN, 22.99,N
09/30/2024,01:00,CANYONWD_ALL, 26.98,N
09/30/2024,01:00,CAPRIDG4_CR4, 32.89,N
09/30/2024,01:00,CAPRIDGE_ALL, 32.89,N
09/30/2024,01:00,CARBN_BSP_1, 55.86,N
09/30/2024,01:00,CASL_GAP_UN1, 51.23,N
09/30/2024,01:00,CATARINA_B1, 25.54,N
09/30/2024,01:00,CBECII_89, 22.99,N
09/30/2024,01:00,CBECII_CC3, 22.99,N
09/30/2024,01:00,CBECII_CT7, 22.99,N
09/30/2024,01:00,CBEC_ALL, 22.99,N
09/30/2024,01:00,CBEC_CC1, 22.99,N
09/30/2024,01:00,CBEC_CC2, 22.99,N
09/30/2024,01:00,CBY4_ALL, 23.02,N
09/30/2024,01:00,CBY4_CC1, 23.02,N
09/30/2024,01:00,CBY_CBY_G1, 23.02,N
09/30/2024,01:00,CBY_CBY_G2, 23.02,N
09/30/2024,01:00,CCEC_CC1, 23.02,N
09/30/2024,01:00,CCEC_GT1, 23.02,N
09/30/2024,01:00,CCEC_GT2, 23.02,N
09/30/2024,01:00,CCEC_PUN1, 23.02,N
09/30/2024,01:00,CCEC_PUN2, 23.02,N
09/30/2024,01:00,CCEC_ST1, 23.02,N
09/30/2024,01:00,CEDROHI_CHW1, 22.93,N
09/30/2024,01:00,CEDRVALE_RN, 49.59,N
09/30/2024,01:00,CFLATS_UNIT, 100.93,N
09/30/2024,01:00,CHALUP_ALL, 22.99,N
09/30/2024,01:00,CHAL_SLR_RN, 49.88,N
09/30/2024,01:00,CHAMON_UN1, 23.02,N
09/30/2024,01:00,CHAMON_UN2, 23.02,N
09/30/2024,01:00,CHEDPW_GT2, 23.02,N
09/30/2024,01:00,CHE_CC1, 23.02,N
09/30/2024,01:00,CHE_LYD, 23.02,N
09/30/2024,01:00,CHE_LYD2, 23.02,N
09/30/2024,01:00,CHE_PUN1, 23.02,N
09/30/2024,01:00,CHE_PUN2, 23.02,N
09/30/2024,01:00,CHIL_SLR, 22.9,N
09/30/2024,01:00,CHISMGRD_RN, 22.92,N
09/30/2024,01:00,CISC_RN, 94.79,N
09/30/2024,01:00,CITRUSCY_RN, 23.04,N
09/30/2024,01:00,CITYVICT_ALL, 22.94,N
09/30/2024,01:00,CLO_RN, 23.01,N
09/30/2024,01:00,CMPD_SLR_RN, 23.22,N
09/30/2024,01:00,CNLY_ESS_RN, 22.62,N
09/30/2024,01:00,CNTRY_RN, 23.16,N
09/30/2024,01:00,CN_BRKS_UNT1, 22.82,N
09/30/2024,01:00,COL_COLETOG1, 22.89,N
09/30/2024,01:00,CONIGLIO_RN, 23.02,N
09/30/2024,01:00,CONTINEN_RN, 23.15,N
09/30/2024,01:00,CORALSLR_ALL, 23.03,N
09/30/2024,01:00,CORAZON_RN, 22.87,N
09/30/2024,01:00,COTPLNS_RN, 23.17,N
09/30/2024,01:00,COTTON_PAP2, 23.01,N
09/30/2024,01:00,COYOTSPR_AGR, 49.65,N
09/30/2024,01:00,COYOTSPR_RN, 49.65,N
09/30/2024,01:00,CPSES_UNIT1, 23.3,N
09/30/2024,01:00,CPSES_UNIT2, 23.3,N
09/30/2024,01:00,CRANELL_ALL, 22.89,N
09/30/2024,01:00,CRAWFISH_RN, 22.96,N
09/30/2024,01:00,CROSSETT_ALL, 51.23,N
09/30/2024,01:00,CRWN_SLR_UN1, 22.75,N
09/30/2024,01:00,CSC_CSECG1_2, 19.45,N
09/30/2024,01:00,CS_RN, 23.02,N
09/30/2024,01:00,CTW_RN, 23,N
09/30/2024,01:00,CVC_CC1, 23.02,N
09/30/2024,01:00,CVC_CVCG1_5, 23.02,N
09/30/2024,01:00,CVC_CVC_G2, 23.02,N
09/30/2024,01:00,CVC_CVC_G3, 23.02,N
09/30/2024,01:00,DAG_ALL, 23,N
09/30/2024,01:00,DANSBY_ALL, 23.01,N
09/30/2024,01:00,DAN_ALL, 22.98,N
09/30/2024,01:00,DA_BESS, 23,N
09/30/2024,01:00,DA_BESS2, 23,N
09/30/2024,01:00,DC2SES_ALL, 22.98,N
09/30/2024,01:00,DC_E, 23.04,N
09/30/2024,01:00,DC_L, 22.85,N
09/30/2024,01:00,DC_N, 22.99,N
09/30/2024,01:00,DC_R, 23.05,N
09/30/2024,01:00,DDPEC_CC1, 23.01,N
09/30/2024,01:00,DDPEC_GT1, 23.01,N
09/30/2024,01:00,DDPEC_GT2, 23.01,N
09/30/2024,01:00,DDPEC_GT3, 23.01,N
09/30/2024,01:00,DDPEC_GT4, 23.01,N
09/30/2024,01:00,DDPEC_GT6, 23.01,N
09/30/2024,01:00,DDPEC_ST1, 23.01,N
09/30/2024,01:00,DECKER_GT, 22.72,N
09/30/2024,01:00,DENISON_G1_2, 22.96,N
09/30/2024,01:00,DERMOTT_ALL, 25.2,N
09/30/2024,01:00,DIBOL_RN, 23.11,N
09/30/2024,01:00,DIB_CC1, 23.01,N
09/30/2024,01:00,DIB_DIB_G1, 23.01,N
09/30/2024,01:00,DIB_DIB_G2, 23.01,N
09/30/2024,01:00,DIB_DIB_G3, 23.01,N
09/30/2024,01:00,DIB_DIB_G4, 23.01,N
09/30/2024,01:00,DIB_PUN1, 23.01,N
09/30/2024,01:00,DIB_PUN2, 23.01,N
09/30/2024,01:00,DILEOS_UNIT1, 23.36,N
09/30/2024,01:00,DKNS_ESS_RN, 23.71,N
09/30/2024,01:00,DMA_RN, 23,N
09/30/2024,01:00,DOWGEN_PUN1, 22.99,N
09/30/2024,01:00,DOWGEN_PUN2, 22.99,N
09/30/2024,01:00,DOWGEN_PUN3, 22.99,N
09/30/2024,01:00,DOW_61_2_63, 22.99,N
09/30/2024,01:00,DOW_64, 22.99,N
09/30/2024,01:00,DOW_81_2_84, 22.99,N
09/30/2024,01:00,DOW_G37_G35, 22.99,N
09/30/2024,01:00,DOW_G66_ST65, 22.99,N
09/30/2024,01:00,DOW_G67, 22.99,N
09/30/2024,01:00,DOW_G96_ST95, 22.99,N
09/30/2024,01:00,DRYFRIO_RN, 24.95,N
09/30/2024,01:00,DUKE_CC1, 23.02,N
09/30/2024,01:00,DUKE_GST1CCU, 23.02,N
09/30/2024,01:00,DUKE_GT2_CCU, 23.02,N
09/30/2024,01:00,DUP_PUN1, 22.94,N
09/30/2024,01:00,DUP_PUN2, 22.94,N
09/30/2024,01:00,DUP_PUN3, 22.94,N
09/30/2024,01:00,DUP_PUN4, 22.94,N
09/30/2024,01:00,EBELLS_UNIT1, 22.97,N
09/30/2024,01:00,EBNY_ESS_RN, 22.95,N
09/30/2024,01:00,ECLIPSE_UN1, 29.55,N
09/30/2024,01:00,EIFSLR_UNIT1, 23.02,N
09/30/2024,01:00,ELB_ELBCREEK, 52.78,N
09/30/2024,01:00,ELECTRAW_1_2, 22.99,N
09/30/2024,01:00,ELSAUZ_ALL, 22.99,N
09/30/2024,01:00,ELSA_ESR_RN, 23.02,N
09/30/2024,01:00,ELS_RN_1, 23.11,N
09/30/2024,01:00,ELZA_SLR_RN, 23.07,N
09/30/2024,01:00,EL_RAYO_ALL, 22.99,N
09/30/2024,01:00,ENDPARK_ESS1, 24.28,N
09/30/2024,01:00,ERSL_RN, 24.32,N
09/30/2024,01:00,ESTONIAN_ALL, 23.03,N
09/30/2024,01:00,ETCCS_CC1, 20.98,N
09/30/2024,01:00,ETCCS_CCU, 20.98,N
09/30/2024,01:00,EUNICE_ALL, 48,N
09/30/2024,01:00,EXGNSND_RN, 23.43,N
09/30/2024,01:00,EXGNWTL_1, 22.93,N
09/30/2024,01:00,EXN_14, 23.02,N
09/30/2024,01:00,EXN_1_3, 23.02,N
09/30/2024,01:00,EXN_4, 23.02,N
09/30/2024,01:00,EXN_8, 23.02,N
09/30/2024,01:00,EXN_9_13, 23.02,N
09/30/2024,01:00,EXN_PUN1, 23.02,N
09/30/2024,01:00,EXN_PUN2, 23.02,N
09/30/2024,01:00,EXN_PUN3, 23.02,N
09/30/2024,01:00,E_BLACK_RN, 22.82,N
09/30/2024,01:00,FALFUR_RN, 23,N
09/30/2024,01:00,FAL_FALCONG1, 23.24,N
09/30/2024,01:00,FAL_FALCONG2, 23.24,N
09/30/2024,01:00,FAL_FALCONG3, 23.24,N
09/30/2024,01:00,FAULKNER_RN, 49.65,N
09/30/2024,01:00,FEGC_RN, 23.01,N
09/30/2024,01:00,FENCESLR_ALL, 23.13,N
09/30/2024,01:00,FERGCC_CC1, 13.21,N
09/30/2024,01:00,FERGCC_GT1_1, 13.21,N
09/30/2024,01:00,FERGCC_GT2_3, 13.21,N
09/30/2024,01:00,FERGCC_ST1_5, 13.21,N
09/30/2024,01:00,FERMI_ALL, 41.01,N
09/30/2024,01:00,FILESSLR_PV1, 23.21,N
09/30/2024,01:00,FIVEWSLR_ALL, 22.9,N
09/30/2024,01:00,FLCNS_CC1, 32.06,N
09/30/2024,01:00,FLCNS_UNIT1, 32.06,N
09/30/2024,01:00,FLCNS_UNIT2, 32.06,N
09/30/2024,01:00,FLCNS_UNIT3, 32.06,N
09/30/2024,01:00,FLOWERII_RN, 49.51,N
09/30/2024,01:00,FLTBES1, 49.51,N
09/30/2024,01:00,FLTCK_SSI, 24.81,N
09/30/2024,01:00,FLUVANNA_1_2, 24.28,N
09/30/2024,01:00,FLVABES1_ESR, 49.51,N
09/30/2024,01:00,FOARDCTY_ALL, 23.39,N
09/30/2024,01:00,FORMOSA_CC1, 22.95,N
09/30/2024,01:00,FORMOSA_CC2, 22.95,N
09/30/2024,01:00,FORMOSA_PUN1, 22.95,N
09/30/2024,01:00,FORMOSA_PUN2, 22.95,N
09/30/2024,01:00,FORTMA_RN, -13.65,N
09/30/2024,01:00,FOXTROT_ALL, 23.05,N
09/30/2024,01:00,FO_FORMOSA11, 22.95,N
09/30/2024,01:00,FO_FORMOSA12, 22.95,N
09/30/2024,01:00,FO_FORMOSG1, 22.95,N
09/30/2024,01:00,FO_FORMOSG10, 22.95,N
09/30/2024,01:00,FO_FORMOSG13, 22.95,N
09/30/2024,01:00,FO_FORMOSG14, 22.95,N
09/30/2024,01:00,FO_FORMOSG15, 22.95,N
09/30/2024,01:00,FO_FORMOSG2, 22.95,N
09/30/2024,01:00,FO_FORMOSG3, 22.95,N
09/30/2024,01:00,FO_FORMOSG4, 22.95,N
09/30/2024,01:00,FO_FORMOSG5, 22.95,N
09/30/2024,01:00,FO_FORMOSG6, 22.95,N
09/30/2024,01:00,FO_FORMOSG7, 22.95,N
09/30/2024,01:00,FO_FORMOSG8, 22.95,N
09/30/2024,01:00,FO_FORMOSG9, 22.95,N
09/30/2024,01:00,FPPYD_FPP_G1, 22.84,N
09/30/2024,01:00,FPPYD_FPP_G2, 22.84,N
09/30/2024,01:00,FPPYD_FPP_G3, 22.84,N
09/30/2024,01:00,FREC_1_CCU, 23.13,N
09/30/2024,01:00,FREC_2_CCU, 23.14,N
09/30/2024,01:00,FREC_CC1, 23.13,N
09/30/2024,01:00,FREC_CC2, 23.14,N
09/30/2024,01:00,FRMRSVLW_RN, 23.04,N
09/30/2024,01:00,FRMR_BS2_RN1, 23.04,N
09/30/2024,01:00,FRNYPP_1_CCU, 23.07,N
09/30/2024,01:00,FRNYPP_2_CCU, 23.07,N
09/30/2024,01:00,FRNYPP_CC1, 23.07,N
09/30/2024,01:00,FRNYPP_CC2, 23.07,N
09/30/2024,01:00,FRONT_EC_CC1, 23.05,N
09/30/2024,01:00,FRONT_EC_RN1, 23.05,N
09/30/2024,01:00,FRONT_EC_RN2, 23.05,N
09/30/2024,01:00,FRONT_EC_RN3, 23.05,N
09/30/2024,01:00,FRYE_SLR_ALL, 22.94,N
09/30/2024,01:00,FTR_CC1, 23.04,N
09/30/2024,01:00,FTR_FTR_G1_4, 23.04,N
09/30/2024,01:00,FTWIND_UNIT1, 25.83,N
09/30/2024,01:00,FWLR_SLR_1, 51.68,N
09/30/2024,01:00,GALO_RN1, 31.16,N
09/30/2024,01:00,GAMBIT_RN, 23,N
09/30/2024,01:00,GARC_BESS_RN, 23.17,N
09/30/2024,01:00,GBY_GT, 23.02,N
09/30/2024,01:00,GID_GIDEONG1, 22.81,N
09/30/2024,01:00,GID_GIDEONG2, 22.81,N
09/30/2024,01:00,GID_GIDEONG3, 22.81,N
09/30/2024,01:00,GIGA_ESS_RN, 22.92,N
09/30/2024,01:00,GKS_BESS_RN, 22.99,N
09/30/2024,01:00,GOA_GOATWIND, 30.99,N
09/30/2024,01:00,GOLINDA_UN1, 22.75,N
09/30/2024,01:00,GOMZ_RN, 49.31,N
09/30/2024,01:00,GOODNIT1_ALL, 22.99,N
09/30/2024,01:00,GPASTURE_ALL, 23.4,N
09/30/2024,01:00,GRANDVW1_A_B, 22.97,N
09/30/2024,01:00,GRDNE_ESR_RN, 131.79,N
09/30/2024,01:00,GREASWOD_ALL, 47.27,N
09/30/2024,01:00,GREGORY_RN, 23,N
09/30/2024,01:00,GRIF_TRL_RN, 23.72,N
09/30/2024,01:00,GRSES_UNIT1, 14.68,N
09/30/2024,01:00,GRSES_UNIT2, 22.1,N
09/30/2024,01:00,GUADG_CC1, 22.92,N
09/30/2024,01:00,GUADG_CC2, 22.92,N
09/30/2024,01:00,GUADG_CCU1, 22.92,N
09/30/2024,01:00,GUADG_CCU2, 22.92,N
09/30/2024,01:00,GUNMTN_NODE, 50.89,N
09/30/2024,01:00,GWEC_G1, 21.84,N
09/30/2024,01:00,HALO_RN1, 22.93,N
09/30/2024,01:00,HAMI_BESS_RN, 36.55,N
09/30/2024,01:00,HAYSEN1_2, 22.88,N
09/30/2024,01:00,HAYSEN3_4, 22.88,N
09/30/2024,01:00,HB_BUSAVG, 24.02,N
09/30/2024,01:00,HB_HOUSTON, 23.01,N
09/30/2024,01:00,HB_HUBAVG, 25,N
09/30/2024,01:00,HB_NORTH, 23.16,N
09/30/2024,01:00,HB_PAN, 23.04,N
09/30/2024,01:00,HB_SOUTH, 22.93,N
09/30/2024,01:00,HB_WEST, 30.91,N
09/30/2024,01:00,HDNLAKES_RN, 23.01,N
09/30/2024,01:00,HELIOS_RN, 25.3,N
09/30/2024,01:00,HHGT_KENDAL, 22.99,N
09/30/2024,01:00,HHOLLW2_WND1, 25.09,N
09/30/2024,01:00,HHOLLW3_WND1, 25.09,N
09/30/2024,01:00,HHOLLW4_WND1, 25.09,N
09/30/2024,01:00,HICK_G1_G2, 40.31,N
09/30/2024,01:00,HI_LONEB_RN1, 42.57,N
09/30/2024,01:00,HI_LONE_ALL, 42.57,N
09/30/2024,01:00,HLSES_UNIT3, 23.04,N
09/30/2024,01:00,HLSES_UNIT4, 23.04,N
09/30/2024,01:00,HLSES_UNIT5, 23.04,N
09/30/2024,01:00,HLY_RN, 23.02,N
09/30/2024,01:00,HMNG_ESS_RN, 22.94,N
09/30/2024,01:00,HOLCOMB_RN1, 23.9,N
09/30/2024,01:00,HOLSTEIN_ALL, 24.99,N
09/30/2024,01:00,HOL_ALL, 22.98,N
09/30/2024,01:00,HOPKNSLR_ALL, 23.04,N
09/30/2024,01:00,HORSCR_RN, 50.31,N
09/30/2024,01:00,HORSECRK_RN, 23.98,N
09/30/2024,01:00,HOUSEMTN_RN, 49.24,N
09/30/2024,01:00,HOVEY_GEN, 48.78,N
09/30/2024,01:00,HRBESS_BESS, 48.81,N
09/30/2024,01:00,HRFDWIND_ALL, 22.76,N
09/30/2024,01:00,HRNT_SLR_RN, 23.05,N
09/30/2024,01:00,HRZN_SLR_UN1, 24.08,N
09/30/2024,01:00,HWF_HWFG1, 23.31,N
09/30/2024,01:00,HYDR_ESS_RN, 46.89,N
09/30/2024,01:00,H_HOLLO_WND1, 25.09,N
09/30/2024,01:00,IMP_RN1, 22.97,N
09/30/2024,01:00,INDNENR_1_RN, 49.35,N
09/30/2024,01:00,INDNENR_2_RN, 49.52,N
09/30/2024,01:00,INDNNWP_RN, 49.63,N
09/30/2024,01:00,IND_INADALE1, 25.2,N
09/30/2024,01:00,INGLCOSW_CC1, 23.01,N
09/30/2024,01:00,INGLCOSW_STG, 23.01,N
09/30/2024,01:00,INGLCOS_CTG1, 23.01,N
09/30/2024,01:00,INGLCOS_CTG2, 23.01,N
09/30/2024,01:00,INGLCO_PUN1, 23.01,N
09/30/2024,01:00,INGLCO_PUN2, 23.01,N
09/30/2024,01:00,INGLCO_PUN3, 23.01,N
09/30/2024,01:00,INKS_INKS_G1, 12.41,N
09/30/2024,01:00,INRT_W_ALL, 24.13,N
09/30/2024,01:00,JACKCNTY_CC1, 22.13,N
09/30/2024,01:00,JACKCNTY_CT1, 22.13,N
09/30/2024,01:00,JACKCNTY_CT2, 22.13,N
09/30/2024,01:00,JACKCNTY_STG, 22.13,N
09/30/2024,01:00,JADE_SLR_ALL, 25.14,N
09/30/2024,01:00,JAD_RN, 23.02,N
09/30/2024,01:00,JAR_RN, 23,N
09/30/2024,01:00,JAY_RN_1, 23,N
09/30/2024,01:00,JCKCNTY2_CC1, 22.91,N
09/30/2024,01:00,JCKCNTY2_CT3, 22.91,N
09/30/2024,01:00,JCKCNTY2_CT4, 22.91,N
09/30/2024,01:00,JCKCNTY2_ST2, 22.91,N
09/30/2024,01:00,JC_BAT_RN, 18.65,N
09/30/2024,01:00,JDKNS_RN, 50.61,N
09/30/2024,01:00,JKLP_SLR_RN, 23.01,N
09/30/2024,01:00,JUNCTION_RN, 168.65,N
09/30/2024,01:00,JUNORTH_RN, 168.65,N
09/30/2024,01:00,JUNO_ALL, 37.42,N
09/30/2024,01:00,KARAKAW1_1, 23.03,N
09/30/2024,01:00,KARAKAW2_1, 23.03,N
09/30/2024,01:00,KEECHI_U1, 22.13,N
09/30/2024,01:00,KELAMSL_U1, 23.11,N
09/30/2024,01:00,KEO_KEO_SM1, 50.31,N
09/30/2024,01:00,KINGE_ALL, 49.8,N
09/30/2024,01:00,KINGW_ALL, 51.05,N
09/30/2024,01:00,KMCHI_CC1, 22.97,N
09/30/2024,01:00,KMCHI_CC2, 22.97,N
09/30/2024,01:00,LACY_CRK_ALL, 52.08,N
09/30/2024,01:00,LAMESASLR_G, 45.12,N
09/30/2024,01:00,LAPETUS_U1, 48.79,N
09/30/2024,01:00,LARDVFTN_G4, 22.85,N
09/30/2024,01:00,LARDVFTN_G5, 22.85,N
09/30/2024,01:00,LASSO_GEN, 49.24,N
09/30/2024,01:00,LAUR_BESS_RN, 22.99,N
09/30/2024,01:00,LBRA_BES1, 22.96,N
09/30/2024,01:00,LEG_LEG_G1, 23.09,N
09/30/2024,01:00,LEG_LEG_G2, 23.09,N
09/30/2024,01:00,LEONLCPCT1_2, 23.07,N
09/30/2024,01:00,LEONLCPCT3_4, 23.07,N
09/30/2024,01:00,LFSTH_RN, 23.11,N
09/30/2024,01:00,LGDRAW_S_ALL, 37.42,N
09/30/2024,01:00,LGD_LANGFORD, 43.77,N
09/30/2024,01:00,LGE_CC1, 23.01,N
09/30/2024,01:00,LGE_LGE_GT1, 23.01,N
09/30/2024,01:00,LGE_LGE_GT2, 23.01,N
09/30/2024,01:00,LGE_LGE_STG, 23.01,N
09/30/2024,01:00,LGE_PUN1, 23.01,N
09/30/2024,01:00,LGE_PUN2, 23.01,N
09/30/2024,01:00,LGW_UNIT_ALL, 24.15,N
09/30/2024,01:00,LHM_CVC_G4, 23.02,N
09/30/2024,01:00,LHM_PUN1, 23.02,N
09/30/2024,01:00,LHM_PUN2, 23.02,N
09/30/2024,01:00,LHORN_N_U1_2, 23.05,N
09/30/2024,01:00,LHSES_UNIT1, 23.08,N
09/30/2024,01:00,LHSES_UNIT2, 23.08,N
09/30/2024,01:00,LIGSW_RN, 23.11,N
09/30/2024,01:00,LIG_RN, 23.02,N
09/30/2024,01:00,LILY_RN, 23.06,N
