,dni,dhi,wind_speed,ghi,air_temperature,dew_point,relative_humidity,surface_pressure
"09/15/2018, 01:00:00 PM",17.5,3.0,2.45,2.5,20.65,14.8,69.12,1009.5
"09/15/2018, 02:00:00 PM",381.5,41.0,2.55,99.5,22.1,14.4,61.715,1010.0
"09/15/2018, 03:00:00 PM",222.5,132.0,2.45,212.5,23.95,13.3,51.435,1010.0
"09/15/2018, 04:00:00 PM",741.5,99.5,2.45,504.0,25.7,12.1,42.845,1011.0
"09/15/2018, 05:00:00 PM",880.0,90.0,2.7,701.0,27.2,11.8,38.34,1011.0
"09/15/2018, 06:00:00 PM",921.0,92.0,3.2,831.0,28.35,11.5,35.24,1010.5
"09/15/2018, 07:00:00 PM",937.0,93.0,3.55,897.0,28.85,11.6,34.38,1010.0
"09/15/2018, 08:00:00 PM",937.0,92.5,3.8,895.5,28.9,11.8,34.71,1009.0
"09/15/2018, 09:00:00 PM",922.5,89.0,3.95,826.0,28.7,11.9,35.275,1009.0
"09/15/2018, 10:00:00 PM",887.5,84.0,4.0,695.5,28.3,11.9,36.13,1008.0
"09/15/2018, 11:00:00 PM",823.0,75.0,4.0,515.0,27.8,11.9,37.27,1008.0
"09/16/2018, 12:00:00 AM",701.0,61.5,3.75,304.5,26.4,12.0,40.705,1008.0
"09/16/2018, 01:00:00 AM",410.5,36.0,3.4,97.0,24.75,12.3,45.79,1008.5
"09/16/2018, 02:00:00 AM",10.0,1.5,3.05,1.0,23.2,12.6,51.46,1009.0
"09/16/2018, 03:00:00 AM",0.0,0.0,2.75,0.0,22.5,13.1,55.39,1009.5
"09/16/2018, 04:00:00 AM",0.0,0.0,2.45,0.0,22.15,13.7,58.915,1010.0
"09/16/2018, 05:00:00 AM",0.0,0.0,2.3,0.0,21.9,14.4,62.49,1010.0
"09/16/2018, 06:00:00 AM",0.0,0.0,2.15,0.0,21.65,15.1,66.37,1010.0
"09/16/2018, 07:00:00 AM",0.0,0.0,2.05,0.0,21.45,15.7,69.605,1010.0
"09/16/2018, 08:00:00 AM",0.0,0.0,1.9,0.0,21.2,15.9,71.75,1010.0
"09/16/2018, 09:00:00 AM",0.0,0.0,1.85,0.0,20.9,15.8,72.565,1010.0
"09/16/2018, 10:00:00 AM",0.0,0.0,1.75,0.0,20.6,15.6,72.895,1010.0
"09/16/2018, 11:00:00 AM",0.0,0.0,1.65,0.0,20.25,15.4,73.455,1010.0
"09/16/2018, 12:00:00 PM",0.0,0.0,1.55,0.0,20.1,15.1,72.96,1010.5
"09/16/2018, 01:00:00 PM",10.0,2.0,1.4,1.5,20.45,14.8,70.22,1011.0
"09/16/2018, 02:00:00 PM",396.5,39.5,1.55,101.5,21.85,14.5,63.24,1011.0
"09/16/2018, 03:00:00 PM",635.0,76.5,1.8,297.5,23.7,13.5,52.815,1012.0
"09/16/2018, 04:00:00 PM",815.5,79.5,2.25,519.5,25.55,13.0,45.795,1012.0
"09/16/2018, 05:00:00 PM",882.5,88.0,2.75,698.5,26.8,13.5,43.82,1012.0
"09/16/2018, 06:00:00 PM",923.0,90.5,3.2,828.5,27.7,13.9,42.655,1012.0
"09/16/2018, 07:00:00 PM",939.0,91.5,3.5,894.5,28.45,13.9,40.94,1011.5
"09/16/2018, 08:00:00 PM",940.0,91.0,3.75,893.0,28.9,13.5,38.73,1011.0
"09/16/2018, 09:00:00 PM",925.0,88.5,3.95,824.0,28.95,13.1,37.66,1010.5
"09/16/2018, 10:00:00 PM",895.5,82.0,4.1,695.5,28.65,12.6,37.175,1010.0
"09/16/2018, 11:00:00 PM",835.0,72.5,4.1,515.0,28.2,12.2,37.22,1010.0
"09/17/2018, 12:00:00 AM",715.5,58.5,3.95,303.0,26.65,12.0,40.17,1010.0
"09/17/2018, 01:00:00 AM",426.0,34.5,3.6,95.0,24.9,12.0,44.665,1010.0
"09/17/2018, 02:00:00 AM",10.5,1.5,3.1,1.0,23.2,12.3,50.28,1010.5
"09/17/2018, 03:00:00 AM",0.0,0.0,2.7,0.0,22.5,12.5,53.18,1011.0
"09/17/2018, 04:00:00 AM",0.0,0.0,2.35,0.0,22.1,12.9,55.885,1011.5
"09/17/2018, 05:00:00 AM",0.0,0.0,2.1,0.0,21.85,13.2,57.875,1012.0
"09/17/2018, 06:00:00 AM",0.0,0.0,2.0,0.0,21.65,13.5,59.765,1012.0
"09/17/2018, 07:00:00 AM",0.0,0.0,1.85,0.0,21.35,13.8,62.015,1012.0
"09/17/2018, 08:00:00 AM",0.0,0.0,1.75,0.0,21.15,13.9,63.13,1012.0
"09/17/2018, 09:00:00 AM",0.0,0.0,1.7,0.0,20.95,13.9,63.875,1011.0
"09/17/2018, 10:00:00 AM",0.0,0.0,1.6,0.0,20.75,13.8,64.6,1011.0
"09/17/2018, 11:00:00 AM",0.0,0.0,1.5,0.0,20.6,13.7,64.72,1011.0
"09/17/2018, 12:00:00 PM",0.0,0.0,1.4,0.0,20.55,13.5,63.865,1011.0
"09/17/2018, 01:00:00 PM",14.5,2.0,1.3,1.5,21.0,13.1,60.625,1011.0
"09/17/2018, 02:00:00 PM",468.0,34.5,1.35,105.0,22.6,12.7,53.7,1012.0
"09/17/2018, 03:00:00 PM",630.0,72.5,1.6,291.5,24.6,11.7,44.505,1012.0
"09/17/2018, 04:00:00 PM",713.5,105.5,2.15,489.0,26.35,11.3,39.085,1012.0
"09/17/2018, 05:00:00 PM",856.5,99.5,2.7,690.5,27.6,11.6,36.94,1012.0
"09/17/2018, 06:00:00 PM",946.0,84.5,3.2,838.0,28.35,12.0,36.315,1012.0
"09/17/2018, 07:00:00 PM",962.0,85.5,3.5,904.5,28.7,12.1,35.895,1011.5
"09/17/2018, 08:00:00 PM",963.5,85.5,3.75,904.0,28.75,12.2,36.065,1011.0
"09/17/2018, 09:00:00 PM",950.0,82.0,3.95,834.0,28.5,12.2,36.585,1010.5
"09/17/2018, 10:00:00 PM",916.5,77.0,4.05,701.0,27.9,12.2,37.85,1010.0
"09/17/2018, 11:00:00 PM",853.5,70.0,4.1,518.5,27.4,12.2,39.04,1010.0
"09/18/2018, 12:00:00 AM",729.0,58.0,3.95,304.0,25.8,12.3,43.155,1010.0
"09/18/2018, 01:00:00 AM",421.5,34.5,3.6,93.0,24.05,12.6,48.65,1010.0
"09/18/2018, 02:00:00 AM",9.0,1.5,3.2,1.0,22.3,13.2,56.455,1010.0
"09/18/2018, 03:00:00 AM",0.0,0.0,2.9,0.0,21.55,14.0,62.165,1011.0
"09/18/2018, 04:00:00 AM",0.0,0.0,2.55,0.0,21.15,14.3,65.02,1011.0
"09/18/2018, 05:00:00 AM",0.0,0.0,2.3,0.0,20.95,14.4,66.275,1011.0
"09/18/2018, 06:00:00 AM",0.0,0.0,2.15,0.0,20.7,14.6,68.03,1011.0
"09/18/2018, 07:00:00 AM",0.0,0.0,2.05,0.0,20.45,14.8,69.825,1011.0
"09/18/2018, 08:00:00 AM",0.0,0.0,2.0,0.0,20.25,14.8,70.91,1011.0
"09/18/2018, 09:00:00 AM",0.0,0.0,1.9,0.0,19.95,14.9,72.705,1010.0
"09/18/2018, 10:00:00 AM",0.0,0.0,1.9,0.0,19.6,15.1,75.455,1010.0
"09/18/2018, 11:00:00 AM",0.0,0.0,1.85,0.0,19.25,15.3,77.91,1010.0
"09/18/2018, 12:00:00 PM",0.0,0.0,1.8,0.0,19.05,15.2,78.475,1010.0
"09/18/2018, 01:00:00 PM",11.0,2.0,1.7,1.5,19.25,15.0,76.255,1011.0
"09/18/2018, 02:00:00 PM",439.5,38.5,1.75,104.0,20.7,14.7,68.585,1011.0
"09/18/2018, 03:00:00 PM",737.5,62.5,2.0,319.0,22.6,13.9,58.11,1011.0
"09/18/2018, 04:00:00 PM",861.5,75.0,2.35,535.0,24.65,13.0,48.18,1011.0
"09/18/2018, 05:00:00 PM",926.5,82.0,2.7,718.0,26.35,12.1,41.255,1011.0
"09/18/2018, 06:00:00 PM",967.0,82.5,3.15,850.0,27.35,12.4,39.535,1010.5
"09/18/2018, 07:00:00 PM",984.0,84.0,3.7,918.5,27.9,12.4,38.32,1010.0
"09/18/2018, 08:00:00 PM",982.0,84.5,4.1,915.5,27.95,12.6,38.605,1009.0
"09/18/2018, 09:00:00 PM",960.5,87.0,4.45,843.0,27.65,12.6,39.355,1009.0
"09/18/2018, 10:00:00 PM",928.5,80.0,4.6,708.0,27.1,12.4,40.175,1008.0
"09/18/2018, 11:00:00 PM",866.0,71.5,4.6,522.5,26.4,12.2,41.36,1008.0
"09/19/2018, 12:00:00 AM",741.5,58.0,4.3,304.5,24.7,12.05,45.25,1008.5
"09/19/2018, 01:00:00 AM",420.0,33.0,3.85,90.5,22.7,12.0,50.95,1009.0
"09/19/2018, 02:00:00 AM",0.0,0.0,3.25,0.0,20.8,13.0,60.975,1009.0
"09/19/2018, 03:00:00 AM",0.0,0.0,2.65,0.0,20.05,13.7,66.895,1009.0
"09/19/2018, 04:00:00 AM",0.0,0.0,2.15,0.0,19.75,14.0,69.275,1010.0
"09/19/2018, 05:00:00 AM",0.0,0.0,1.85,0.0,19.5,14.0,70.35,1010.0
"09/19/2018, 06:00:00 AM",0.0,0.0,1.75,0.0,19.25,13.9,71.15,1009.0
"09/19/2018, 07:00:00 AM",0.0,0.0,1.65,0.0,19.05,13.7,71.315,1009.0
"09/19/2018, 08:00:00 AM",0.0,0.0,1.35,0.0,18.75,13.3,70.66,1009.0
"09/19/2018, 09:00:00 AM",0.0,0.0,1.2,0.0,18.4,12.8,69.945,1008.0
"09/19/2018, 10:00:00 AM",0.0,0.0,1.1,0.0,18.0,12.4,69.97,1008.0
"09/19/2018, 11:00:00 AM",0.0,0.0,0.95,0.0,17.65,12.1,69.85,1008.0
"09/19/2018, 12:00:00 PM",0.0,0.0,0.85,0.0,17.4,11.7,69.28,1008.0
"09/19/2018, 01:00:00 PM",5.5,1.0,0.65,1.0,17.6,11.4,66.84,1008.0
"09/19/2018, 02:00:00 PM",404.0,38.0,0.6,99.5,18.9,11.1,60.505,1008.0
"09/19/2018, 03:00:00 PM",730.5,65.0,0.75,317.5,20.7,10.8,53.005,1009.0
"09/19/2018, 04:00:00 PM",804.5,91.5,1.1,519.0,22.7,10.1,44.72,1009.0
"09/19/2018, 05:00:00 PM",925.0,86.0,1.65,718.0,24.5,9.0,37.46,1008.5
"09/19/2018, 06:00:00 PM",957.5,91.5,2.35,848.5,25.6,9.3,35.735,1008.0
"09/19/2018, 07:00:00 PM",972.0,94.5,2.8,915.5,26.2,10.0,36.04,1007.5
"09/19/2018, 08:00:00 PM",971.0,96.0,3.05,914.0,26.5,10.1,35.765,1006.5
"09/19/2018, 09:00:00 PM",952.0,94.5,3.25,840.5,26.55,10.3,36.11,1006.0
"09/19/2018, 10:00:00 PM",913.5,91.0,3.4,704.5,26.25,10.5,37.105,1005.0
"09/19/2018, 11:00:00 PM",843.0,82.0,3.4,517.0,25.8,10.7,38.81,1005.0
"09/20/2018, 12:00:00 AM",699.0,67.5,3.1,297.0,24.25,11.0,43.335,1005.5
"09/20/2018, 01:00:00 AM",348.5,37.0,2.6,84.0,22.3,11.2,49.395,1006.0
"09/20/2018, 02:00:00 AM",0.0,0.0,2.2,0.0,20.25,12.2,59.76,1006.0
"09/20/2018, 03:00:00 AM",0.0,0.0,1.65,0.0,19.45,12.9,65.7,1007.0
"09/20/2018, 04:00:00 AM",0.0,0.0,1.05,0.0,19.05,13.0,68.18,1007.0
"09/20/2018, 05:00:00 AM",0.0,0.0,0.6,0.0,18.75,13.0,69.37,1007.0
"09/20/2018, 06:00:00 AM",0.0,0.0,0.6,0.0,18.6,13.0,70.04,1007.0
"09/20/2018, 07:00:00 AM",0.0,0.0,0.85,0.0,18.45,13.2,71.465,1007.0
"09/20/2018, 08:00:00 AM",0.0,0.0,1.0,0.0,18.3,13.5,73.38,1007.0
"09/20/2018, 09:00:00 AM",0.0,0.0,0.95,0.0,17.85,13.7,76.845,1007.0
"09/20/2018, 10:00:00 AM",0.0,0.0,0.8,0.0,17.4,13.8,79.275,1007.5
"09/20/2018, 11:00:00 AM",0.0,0.0,0.75,0.0,17.05,13.8,81.15,1008.0
"09/20/2018, 12:00:00 PM",0.0,0.0,1.0,0.0,16.95,13.8,81.475,1008.0
"09/20/2018, 01:00:00 PM",3.5,1.0,1.3,1.0,17.4,13.8,79.545,1008.5
"09/20/2018, 02:00:00 PM",82.5,30.5,1.65,42.5,19.25,14.0,71.85,1009.0
"09/20/2018, 03:00:00 PM",9.0,96.5,1.95,99.0,21.5,14.5,64.395,1010.0
"09/20/2018, 04:00:00 PM",11.0,179.5,2.1,185.5,23.7,15.2,58.85,1010.0
"09/20/2018, 05:00:00 PM",96.0,267.5,2.35,335.0,25.3,15.3,53.825,1010.0
"09/20/2018, 06:00:00 PM",417.0,305.5,2.65,634.5,26.25,15.1,50.21,1010.0
"09/20/2018, 07:00:00 PM",432.5,323.5,2.85,687.0,26.85,14.8,47.59,1010.0
"09/20/2018, 08:00:00 PM",661.5,226.0,3.0,779.5,26.95,14.6,46.675,1009.5
"09/20/2018, 09:00:00 PM",889.0,112.5,3.1,805.5,26.7,14.2,46.32,1009.0
"09/20/2018, 10:00:00 PM",854.5,103.5,3.1,674.0,26.05,13.9,47.085,1009.0
"09/20/2018, 11:00:00 PM",782.0,91.5,3.2,491.5,25.4,13.7,48.21,1009.0
"09/21/2018, 12:00:00 AM",642.5,71.5,3.25,279.5,23.4,13.5,53.87,1010.0
"09/21/2018, 01:00:00 AM",304.0,37.0,3.0,77.0,20.95,13.4,61.965,1010.5
"09/21/2018, 02:00:00 AM",0.0,0.0,2.5,0.0,18.8,13.6,71.675,1011.5
"09/21/2018, 03:00:00 AM",0.0,0.0,2.0,0.0,17.95,13.5,75.275,1012.0
"09/21/2018, 04:00:00 AM",0.0,0.0,1.65,0.0,17.8,13.4,75.44,1012.0
"09/21/2018, 05:00:00 AM",0.0,0.0,1.45,0.0,17.85,13.4,75.065,1012.0
"09/21/2018, 06:00:00 AM",0.0,0.0,1.25,0.0,17.95,13.3,74.245,1012.0
"09/21/2018, 07:00:00 AM",0.0,0.0,1.15,0.0,18.1,13.2,72.92,1012.0
"09/21/2018, 08:00:00 AM",0.0,0.0,1.05,0.0,18.2,13.0,71.88,1012.0
"09/21/2018, 09:00:00 AM",0.0,0.0,0.85,0.0,18.15,13.0,71.865,1012.0
"09/21/2018, 10:00:00 AM",0.0,0.0,0.75,0.0,18.0,13.0,72.43,1012.0
"09/21/2018, 11:00:00 AM",0.0,0.0,0.7,0.0,17.85,13.0,73.08,1012.5
"09/21/2018, 12:00:00 PM",0.0,0.0,0.8,0.0,17.65,13.0,73.975,1013.0
"09/21/2018, 01:00:00 PM",8.5,1.5,0.9,1.0,17.85,13.0,73.12,1013.5
"09/21/2018, 02:00:00 PM",110.0,31.5,1.1,46.5,19.4,13.0,66.545,1014.0
"09/21/2018, 03:00:00 PM",13.0,104.5,1.15,108.5,21.45,13.0,58.55,1015.0
"09/21/2018, 04:00:00 PM",15.5,184.5,1.1,193.0,23.6,12.4,49.315,1015.0
"09/21/2018, 05:00:00 PM",80.0,289.0,1.35,344.5,25.5,11.35,41.19,1015.0
"09/21/2018, 06:00:00 PM",687.0,186.5,1.95,730.0,26.65,11.3,38.245,1014.5
"09/21/2018, 07:00:00 PM",931.5,102.5,2.5,883.0,26.95,11.9,39.105,1014.0
"09/21/2018, 08:00:00 PM",926.0,103.5,2.9,876.5,26.85,12.6,41.35,1013.0
"09/21/2018, 09:00:00 PM",906.5,100.0,3.0,802.5,26.6,12.9,42.76,1013.0
"09/21/2018, 10:00:00 PM",868.0,93.0,2.95,668.5,26.3,12.8,43.285,1012.5
"09/21/2018, 11:00:00 PM",796.0,82.0,2.9,485.5,25.9,12.7,43.95,1012.0
"09/22/2018, 12:00:00 AM",655.0,64.0,2.6,273.0,24.8,12.5,46.33,1012.0
"09/22/2018, 01:00:00 AM",308.0,32.0,2.2,71.5,23.1,12.2,50.19,1013.0
"09/22/2018, 02:00:00 AM",0.0,0.0,1.8,0.0,21.55,12.5,56.26,1013.0
"09/22/2018, 03:00:00 AM",0.0,0.0,1.45,0.0,21.0,12.7,59.02,1013.5
"09/22/2018, 04:00:00 AM",0.0,0.0,1.2,0.0,20.9,12.8,59.64,1014.0
"09/22/2018, 05:00:00 AM",0.0,0.0,1.15,0.0,20.9,12.8,59.75,1014.0
"09/22/2018, 06:00:00 AM",0.0,0.0,1.25,0.0,20.9,12.9,60.07,1014.0
"09/22/2018, 07:00:00 AM",0.0,0.0,1.45,0.0,20.7,13.1,61.6,1014.0
"09/22/2018, 08:00:00 AM",0.0,0.0,1.65,0.0,20.4,13.3,63.895,1014.0
"09/22/2018, 09:00:00 AM",0.0,0.0,1.75,0.0,20.0,13.7,66.875,1014.0
"09/22/2018, 10:00:00 AM",0.0,0.0,1.8,0.0,19.65,13.9,69.46,1013.5
"09/22/2018, 11:00:00 AM",0.0,0.0,1.65,0.0,19.6,14.0,70.02,1013.0
"09/22/2018, 12:00:00 PM",0.0,0.0,1.55,0.0,19.65,13.9,69.375,1013.0
"09/22/2018, 01:00:00 PM",4.0,1.0,1.35,1.0,20.2,13.7,66.1,1013.0
"09/22/2018, 02:00:00 PM",271.0,40.0,1.3,82.0,21.95,13.4,58.43,1014.0
"09/22/2018, 03:00:00 PM",448.5,97.5,1.3,246.5,24.05,13.4,51.41,1014.0
"09/22/2018, 04:00:00 PM",583.0,136.5,1.15,440.0,26.2,13.4,45.145,1014.0
"09/22/2018, 05:00:00 PM",534.0,203.5,1.5,565.5,28.0,13.5,40.95,1014.0
"09/22/2018, 06:00:00 PM",771.0,152.5,2.15,755.0,29.0,13.3,38.21,1013.0
"09/22/2018, 07:00:00 PM",695.0,199.0,2.85,778.5,29.45,13.2,36.945,1012.5
"09/22/2018, 08:00:00 PM",599.0,241.0,3.45,738.0,29.65,13.1,36.195,1012.0
"09/22/2018, 09:00:00 PM",829.0,125.5,4.0,763.5,29.35,13.0,36.655,1011.0
"09/22/2018, 10:00:00 PM",837.5,98.0,4.3,649.5,28.65,13.0,38.055,1011.0
"09/22/2018, 11:00:00 PM",762.0,86.5,4.4,469.5,28.0,12.9,39.24,1011.0
"09/23/2018, 12:00:00 AM",614.0,68.5,4.1,261.0,26.2,12.7,43.28,1011.0
"09/23/2018, 01:00:00 AM",254.5,32.5,3.55,64.5,24.3,12.9,48.88,1011.0
"09/23/2018, 02:00:00 AM",0.0,0.0,2.85,0.0,22.5,13.3,56.145,1011.5
"09/23/2018, 03:00:00 AM",0.0,0.0,2.2,0.0,21.75,13.7,60.035,1012.0
"09/23/2018, 04:00:00 AM",0.0,0.0,1.8,0.0,21.6,13.8,61.05,1012.0
"09/23/2018, 05:00:00 AM",0.0,0.0,1.7,0.0,21.7,13.8,60.99,1012.0
"09/23/2018, 06:00:00 AM",0.0,0.0,1.8,0.0,21.65,14.0,61.935,1012.0
"09/23/2018, 07:00:00 AM",0.0,0.0,1.9,0.0,21.45,14.3,63.935,1012.0
"09/23/2018, 08:00:00 AM",0.0,0.0,1.9,0.0,21.2,14.6,66.18,1011.0
"09/23/2018, 09:00:00 AM",0.0,0.0,1.8,0.0,20.75,15.1,69.94,1011.0
"09/23/2018, 10:00:00 AM",0.0,0.0,1.5,0.0,20.25,15.5,74.055,1011.0
"09/23/2018, 11:00:00 AM",0.0,0.0,1.1,0.0,19.7,15.8,78.19,1011.0
"09/23/2018, 12:00:00 PM",0.0,0.0,0.8,0.0,19.35,16.1,81.34,1012.0
"09/23/2018, 01:00:00 PM",5.0,1.0,0.65,1.0,19.45,16.2,81.59,1012.0
"09/23/2018, 02:00:00 PM",88.0,34.5,0.8,46.5,20.6,16.2,76.065,1012.0
"09/23/2018, 03:00:00 PM",27.0,119.5,0.75,128.5,22.15,15.9,67.645,1012.0
"09/23/2018, 04:00:00 PM",84.0,214.5,0.75,260.0,23.35,15.7,61.98,1012.0
"09/23/2018, 05:00:00 PM",667.5,160.0,1.35,613.5,24.0,15.8,60.12,1012.0
"09/23/2018, 06:00:00 PM",903.0,98.0,1.95,801.0,24.6,15.9,58.495,1012.0
"09/23/2018, 07:00:00 PM",926.5,98.0,2.6,868.0,24.9,15.85,57.17,1011.5
"09/23/2018, 08:00:00 PM",891.5,114.0,3.05,852.0,24.6,15.7,57.54,1011.0
"09/23/2018, 09:00:00 PM",449.0,287.5,3.15,634.5,24.3,15.3,57.32,1010.5
"09/23/2018, 10:00:00 PM",724.5,144.5,2.95,613.5,24.15,15.1,57.13,1010.0
"09/23/2018, 11:00:00 PM",800.5,79.0,2.8,477.5,23.9,14.9,57.11,1010.0
"09/24/2018, 12:00:00 AM",464.0,83.5,2.6,233.0,22.6,14.9,61.965,1010.0
"09/24/2018, 01:00:00 AM",217.5,31.5,2.15,55.5,21.1,15.0,68.315,1010.0
"09/24/2018, 02:00:00 AM",0.0,0.0,1.6,0.0,19.8,15.5,76.24,1010.0
"09/24/2018, 03:00:00 AM",0.0,0.0,1.15,0.0,19.2,15.8,80.83,1010.0
"09/24/2018, 04:00:00 AM",0.0,0.0,0.9,0.0,18.85,16.1,83.97,1010.5
"09/24/2018, 05:00:00 AM",0.0,0.0,0.95,0.0,18.55,16.3,86.61,1011.0
"09/24/2018, 06:00:00 AM",0.0,0.0,1.05,0.0,18.35,16.3,87.995,1011.0
"09/24/2018, 07:00:00 AM",0.0,0.0,1.2,0.0,18.15,16.2,88.175,1011.0
"09/24/2018, 08:00:00 AM",0.0,0.0,1.2,0.0,17.95,15.8,87.375,1011.0
"09/24/2018, 09:00:00 AM",0.0,0.0,1.05,0.0,17.8,15.5,86.63,1010.0
"09/24/2018, 10:00:00 AM",0.0,0.0,0.85,0.0,17.7,15.4,86.67,1010.0
"09/24/2018, 11:00:00 AM",0.0,0.0,0.75,0.0,17.7,15.4,86.18,1010.0
"09/24/2018, 12:00:00 PM",0.0,0.0,0.85,0.0,17.7,15.3,86.12,1010.0
"09/24/2018, 01:00:00 PM",0.0,0.0,1.0,0.0,17.9,15.45,85.58,1010.5
"09/24/2018, 02:00:00 PM",58.0,12.5,1.25,20.0,18.75,15.6,82.05,1011.0
"09/24/2018, 03:00:00 PM",10.0,26.0,1.05,29.0,19.95,15.7,76.71,1011.0
"09/24/2018, 04:00:00 PM",0.0,80.0,1.1,80.0,21.5,15.6,69.085,1011.0
"09/24/2018, 05:00:00 PM",34.0,156.0,1.5,180.0,23.1,14.95,60.175,1011.5
"09/24/2018, 06:00:00 PM",105.0,190.0,2.15,271.0,24.25,14.5,54.45,1011.0
"09/24/2018, 07:00:00 PM",14.0,255.0,2.75,266.5,24.8,14.3,52.2,1011.0
"09/24/2018, 08:00:00 PM",37.5,337.5,3.3,368.0,24.9,14.2,51.445,1010.5
"09/24/2018, 09:00:00 PM",27.5,291.5,3.65,312.5,24.5,14.2,52.635,1010.0
"09/24/2018, 10:00:00 PM",164.0,223.0,3.65,327.0,23.75,14.2,55.165,1010.0
"09/24/2018, 11:00:00 PM",212.5,148.5,3.5,253.0,23.0,14.3,57.9,1010.0
"09/25/2018, 12:00:00 AM",178.0,94.0,3.15,148.0,21.25,14.4,64.925,1010.0
"09/25/2018, 01:00:00 AM",78.5,27.5,2.8,36.5,19.5,14.7,73.85,1010.0
"09/25/2018, 02:00:00 AM",0.0,0.0,2.3,0.0,18.15,15.2,82.93,1010.5
"09/25/2018, 03:00:00 AM",0.0,0.0,1.9,0.0,17.8,15.3,85.34,1011.0
"09/25/2018, 04:00:00 AM",0.0,0.0,1.55,0.0,17.75,15.2,84.915,1011.0
"09/25/2018, 05:00:00 AM",0.0,0.0,1.45,0.0,17.65,15.0,84.725,1011.0
"09/25/2018, 06:00:00 AM",0.0,0.0,1.55,0.0,17.55,14.9,84.655,1011.0
"09/25/2018, 07:00:00 AM",0.0,0.0,1.55,0.0,17.35,14.8,85.07,1011.0
"09/25/2018, 08:00:00 AM",0.0,0.0,1.4,0.0,17.2,14.6,84.94,1011.0
"09/25/2018, 09:00:00 AM",0.0,0.0,1.5,0.0,17.05,14.7,86.03,1011.0
"09/25/2018, 10:00:00 AM",0.0,0.0,1.95,0.0,17.0,15.0,87.79,1011.0
"09/25/2018, 11:00:00 AM",0.0,0.0,2.1,0.0,16.9,15.1,89.21,1011.0
"09/25/2018, 12:00:00 PM",0.0,0.0,2.05,0.0,16.95,15.2,89.59,1011.5
"09/25/2018, 01:00:00 PM",0.0,0.0,1.9,0.0,17.35,15.4,88.435,1012.0
"09/25/2018, 02:00:00 PM",78.0,14.5,1.95,25.5,18.35,15.7,84.385,1012.0
"09/25/2018, 03:00:00 PM",19.0,34.5,1.85,40.0,19.85,16.0,78.585,1013.0
"09/25/2018, 04:00:00 PM",0.0,103.5,1.7,103.5,22.0,15.8,68.095,1013.0
"09/25/2018, 05:00:00 PM",4.0,177.0,1.65,179.5,23.9,15.5,59.29,1013.0
"09/25/2018, 06:00:00 PM",39.0,302.5,1.9,333.0,25.4,15.2,53.135,1013.0
"09/25/2018, 07:00:00 PM",97.0,388.0,2.3,468.0,26.4,14.5,48.01,1012.0
"09/25/2018, 08:00:00 PM",239.5,337.5,2.85,533.0,26.75,14.3,46.275,1012.0
"09/25/2018, 09:00:00 PM",648.0,196.5,3.25,685.0,26.5,14.1,46.365,1011.0
"09/25/2018, 10:00:00 PM",789.0,117.0,3.4,625.0,26.05,14.0,47.43,1011.0
"09/25/2018, 11:00:00 PM",747.5,91.0,3.5,456.0,25.6,14.0,48.59,1011.0
"09/26/2018, 12:00:00 AM",587.0,71.0,3.6,247.0,23.9,14.1,54.175,1011.0
"09/26/2018, 01:00:00 AM",224.5,30.5,3.6,56.5,21.7,14.5,63.61,1012.0
"09/26/2018, 02:00:00 AM",0.0,0.0,3.45,0.0,19.9,15.1,73.97,1012.5
"09/26/2018, 03:00:00 AM",0.0,0.0,2.85,0.0,19.2,15.4,78.555,1013.0
"09/26/2018, 04:00:00 AM",0.0,0.0,2.2,0.0,18.95,15.3,79.5,1013.0
"09/26/2018, 05:00:00 AM",0.0,0.0,1.75,0.0,18.9,15.2,79.0,1013.0
"09/26/2018, 06:00:00 AM",0.0,0.0,1.55,0.0,18.85,15.0,78.435,1013.0
"09/26/2018, 07:00:00 AM",0.0,0.0,1.65,0.0,18.65,14.8,78.455,1013.0
"09/26/2018, 08:00:00 AM",0.0,0.0,1.8,0.0,18.55,14.6,77.755,1013.0
"09/26/2018, 09:00:00 AM",0.0,0.0,1.9,0.0,18.35,14.5,78.285,1012.0
"09/26/2018, 10:00:00 AM",0.0,0.0,1.9,0.0,18.15,14.5,79.375,1012.5
"09/26/2018, 11:00:00 AM",0.0,0.0,1.75,0.0,18.1,14.4,79.21,1013.0
"09/26/2018, 12:00:00 PM",0.0,0.0,1.45,0.0,18.1,14.3,78.49,1013.0
"09/26/2018, 01:00:00 PM",0.0,0.0,1.15,0.0,18.45,14.1,76.025,1014.0
"09/26/2018, 02:00:00 PM",76.5,17.0,1.0,27.5,19.7,14.0,69.55,1014.0
"09/26/2018, 03:00:00 PM",19.0,47.0,1.2,52.0,21.75,14.0,61.26,1015.0
"09/26/2018, 04:00:00 PM",0.0,111.5,1.5,111.5,24.0,13.8,52.745,1015.0
"09/26/2018, 05:00:00 PM",35.0,176.5,1.8,201.0,25.85,12.9,44.63,1015.0
"09/26/2018, 06:00:00 PM",30.5,249.0,2.2,272.0,27.0,12.5,40.58,1014.5
"09/26/2018, 07:00:00 PM",89.0,291.5,2.6,365.0,27.75,12.0,37.65,1014.0
"09/26/2018, 08:00:00 PM",54.5,292.0,2.95,337.0,27.85,11.8,36.965,1013.0
"09/26/2018, 09:00:00 PM",37.5,272.0,3.05,300.5,27.6,12.0,37.94,1012.5
