,dni,dhi,wind_speed,ghi,air_temperature,dew_point,relative_humidity,surface_pressure
"01/01/2016, 12:00:00 AM",443.0,29.0,1.3,81.0,13.5,2.0,53.245,1010.0
"01/01/2016, 01:00:00 AM",0.0,0.0,1.25,0.0,12.5,2.0,55.915,1010.0
"01/01/2016, 02:00:00 AM",0.0,0.0,1.2,0.0,11.5,2.0,58.255,1010.0
"01/01/2016, 03:00:00 AM",0.0,0.0,1.2,0.0,11.0,2.0,60.085,1010.0
"01/01/2016, 04:00:00 AM",0.0,0.0,1.35,0.0,10.5,2.0,61.675,1010.0
"01/01/2016, 05:00:00 AM",0.0,0.0,1.7,0.0,10.0,1.0,62.99,1010.0
"01/01/2016, 06:00:00 AM",0.0,0.0,2.1,0.0,10.0,1.0,64.095,1010.0
"01/01/2016, 07:00:00 AM",0.0,0.0,2.55,0.0,9.5,1.0,63.315,1010.0
"01/01/2016, 08:00:00 AM",0.0,0.0,2.75,0.0,9.0,1.0,62.325,1010.0
"01/01/2016, 09:00:00 AM",0.0,0.0,2.95,0.0,9.0,0.0,61.035,1010.0
"01/01/2016, 10:00:00 AM",0.0,0.0,3.15,0.0,9.0,0.0,59.93,1010.0
"01/01/2016, 11:00:00 AM",0.0,0.0,3.35,0.0,9.0,0.0,59.525,1010.0
"01/01/2016, 12:00:00 PM",0.0,0.0,3.65,0.0,9.0,0.0,59.795,1010.0
"01/01/2016, 01:00:00 PM",0.0,0.0,3.85,0.0,9.0,0.0,60.635,1010.0
"01/01/2016, 02:00:00 PM",0.0,0.0,4.2,0.0,9.0,1.0,61.93,1010.0
"01/01/2016, 03:00:00 PM",225.5,16.0,4.7,40.5,10.5,1.0,58.655,1010.0
"01/01/2016, 04:00:00 PM",672.5,52.5,5.3,215.5,12.5,1.0,52.745,1015.0
"01/01/2016, 05:00:00 PM",814.5,68.0,5.1,383.5,14.0,1.0,48.035,1020.0
"01/01/2016, 06:00:00 PM",894.5,71.5,4.35,513.0,15.0,2.0,45.45,1015.0
"01/01/2016, 07:00:00 PM",919.0,76.5,3.6,583.0,16.0,2.0,44.12,1010.0
"01/01/2016, 08:00:00 PM",918.5,77.5,2.8,589.5,17.0,3.0,45.555,1010.0
"01/01/2016, 09:00:00 PM",891.5,75.5,1.95,532.0,17.0,3.0,45.52,1010.0
"01/01/2016, 10:00:00 PM",831.0,69.5,1.05,416.5,16.5,4.0,47.89,1010.0
"01/01/2016, 11:00:00 PM",705.5,57.5,0.4,256.0,15.5,4.0,52.43,1010.0
"01/02/2016, 12:00:00 AM",405.0,31.5,0.55,80.0,14.5,5.0,62.685,1010.0
"01/02/2016, 01:00:00 AM",0.0,0.0,1.2,0.0,13.5,4.0,64.045,1010.0
"01/02/2016, 02:00:00 AM",0.0,0.0,2.1,0.0,12.5,4.0,63.76,1010.0
"01/02/2016, 03:00:00 AM",0.0,0.0,2.8,0.0,12.0,3.0,63.545,1010.0
"01/02/2016, 04:00:00 AM",0.0,0.0,3.2,0.0,12.0,3.0,63.03,1010.0
"01/02/2016, 05:00:00 AM",0.0,0.0,3.3,0.0,11.5,2.0,60.64,1010.0
"01/02/2016, 06:00:00 AM",0.0,0.0,3.3,0.0,11.0,2.0,59.485,1010.0
"01/02/2016, 07:00:00 AM",0.0,0.0,3.35,0.0,11.0,2.0,58.91,1010.0
"01/02/2016, 08:00:00 AM",0.0,0.0,3.25,0.0,11.0,2.0,59.065,1010.0
"01/02/2016, 09:00:00 AM",0.0,0.0,3.15,0.0,11.0,2.0,61.61,1010.0
"01/02/2016, 10:00:00 AM",0.0,0.0,2.95,0.0,11.0,2.0,64.3,1010.0
"01/02/2016, 11:00:00 AM",0.0,0.0,2.8,0.0,11.0,2.0,64.81,1010.0
"01/02/2016, 12:00:00 PM",0.0,0.0,2.85,0.0,11.0,2.0,65.44,1010.0
"01/02/2016, 01:00:00 PM",0.0,0.0,3.05,0.0,10.5,2.0,65.85,1010.0
"01/02/2016, 02:00:00 PM",0.0,0.0,3.25,0.0,10.5,3.0,66.275,1010.0
"01/02/2016, 03:00:00 PM",219.5,15.5,3.5,39.5,12.0,3.0,61.835,1010.0
"01/02/2016, 04:00:00 PM",666.5,52.0,3.55,213.0,13.5,3.0,54.93,1010.0
"01/02/2016, 05:00:00 PM",812.5,67.0,3.3,382.0,15.0,3.0,51.805,1010.0
"01/02/2016, 06:00:00 PM",711.0,113.0,3.0,467.5,16.0,3.0,49.87,1010.0
"01/02/2016, 07:00:00 PM",579.0,163.0,2.6,485.0,16.0,4.0,48.165,1010.0
"01/02/2016, 08:00:00 PM",907.5,82.0,2.35,589.5,17.0,4.0,50.95,1010.0
"01/02/2016, 09:00:00 PM",190.5,227.5,2.15,324.5,17.0,5.0,50.905,1010.0
"01/02/2016, 10:00:00 PM",71.0,161.5,2.05,190.0,16.5,6.0,54.355,1010.0
"01/02/2016, 11:00:00 PM",391.0,93.5,1.9,193.0,15.5,7.0,62.175,1010.0
"01/03/2016, 12:00:00 AM",403.5,31.5,1.8,81.0,14.0,8.0,75.745,1010.0
"01/03/2016, 01:00:00 AM",0.0,0.0,1.5,0.0,13.5,8.0,80.005,1010.0
"01/03/2016, 02:00:00 AM",0.0,0.0,1.2,0.0,12.5,8.0,83.21,1010.0
"01/03/2016, 03:00:00 AM",0.0,0.0,1.25,0.0,12.0,8.0,84.755,1010.0
"01/03/2016, 04:00:00 AM",0.0,0.0,1.55,0.0,12.0,7.0,86.52,1010.0
"01/03/2016, 05:00:00 AM",0.0,0.0,1.7,0.0,12.0,7.0,86.0,1010.0
"01/03/2016, 06:00:00 AM",0.0,0.0,1.8,0.0,11.5,7.0,85.545,1010.0
"01/03/2016, 07:00:00 AM",0.0,0.0,1.75,0.0,11.0,7.0,84.91,1010.0
"01/03/2016, 08:00:00 AM",0.0,0.0,1.7,0.0,11.0,7.0,86.665,1010.0
"01/03/2016, 09:00:00 AM",0.0,0.0,1.7,0.0,11.0,7.0,88.19,1010.0
"01/03/2016, 10:00:00 AM",0.0,0.0,1.85,0.0,11.0,7.0,87.39,1010.0
"01/03/2016, 11:00:00 AM",0.0,0.0,2.1,0.0,11.0,7.0,87.335,1010.0
"01/03/2016, 12:00:00 PM",0.0,0.0,2.5,0.0,11.0,7.0,88.425,1010.0
"01/03/2016, 01:00:00 PM",0.0,0.0,3.05,0.0,11.0,7.0,90.34,1010.0
"01/03/2016, 02:00:00 PM",0.0,0.0,3.6,0.0,11.0,7.0,92.615,1010.0
"01/03/2016, 03:00:00 PM",205.5,16.0,4.15,38.0,12.5,8.0,87.005,1010.0
"01/03/2016, 04:00:00 PM",638.0,52.5,4.6,207.5,14.0,8.0,80.5,1010.0
"01/03/2016, 05:00:00 PM",783.0,69.0,4.85,372.5,15.0,8.0,73.71,1010.0
"01/03/2016, 06:00:00 PM",615.5,132.0,5.05,440.5,16.0,8.0,66.475,1010.0
"01/03/2016, 07:00:00 PM",454.5,206.0,5.3,458.0,17.0,8.0,66.55,1010.0
"01/03/2016, 08:00:00 PM",405.0,220.5,5.35,448.5,17.0,9.0,67.54,1010.0
"01/03/2016, 09:00:00 PM",563.5,149.5,5.2,445.0,16.5,9.0,69.04,1010.0
"01/03/2016, 10:00:00 PM",333.0,157.5,5.0,302.5,16.0,9.0,72.905,1010.0
"01/03/2016, 11:00:00 PM",147.5,116.0,4.65,158.5,15.5,10.0,81.685,1010.0
"01/04/2016, 12:00:00 AM",64.5,41.5,4.3,50.5,14.5,10.0,88.495,1010.0
"01/04/2016, 01:00:00 AM",0.0,0.0,4.5,0.0,14.0,10.0,91.62,1010.0
"01/04/2016, 02:00:00 AM",0.0,0.0,4.85,0.0,13.5,10.0,91.88,1010.0
"01/04/2016, 03:00:00 AM",0.0,0.0,5.1,0.0,13.0,10.0,91.12,1010.0
"01/04/2016, 04:00:00 AM",0.0,0.0,5.1,0.0,13.0,10.0,90.04,1010.0
"01/04/2016, 05:00:00 AM",0.0,0.0,5.1,0.0,13.0,10.0,89.705,1010.0
"01/04/2016, 06:00:00 AM",0.0,0.0,5.2,0.0,13.0,10.0,90.66,1005.0
"01/04/2016, 07:00:00 AM",0.0,0.0,5.2,0.0,13.0,10.0,92.175,1000.0
"01/04/2016, 08:00:00 AM",0.0,0.0,5.25,0.0,13.0,11.0,93.895,1000.0
"01/04/2016, 09:00:00 AM",0.0,0.0,5.55,0.0,13.0,11.0,97.475,1000.0
"01/04/2016, 10:00:00 AM",0.0,0.0,6.25,0.0,13.0,11.0,100.0,1000.0
"01/04/2016, 11:00:00 AM",0.0,0.0,6.7,0.0,13.0,10.0,99.38,1000.0
"01/04/2016, 12:00:00 PM",0.0,0.0,6.8,0.0,13.0,10.0,98.26,1000.0
"01/04/2016, 01:00:00 PM",0.0,0.0,6.7,0.0,13.0,10.0,98.17,1000.0
"01/04/2016, 02:00:00 PM",0.0,0.0,6.4,0.0,13.0,10.0,98.39,1000.0
"01/04/2016, 03:00:00 PM",194.5,15.5,6.1,36.5,13.0,10.0,98.35,1000.0
"01/04/2016, 04:00:00 PM",612.0,52.0,5.8,200.5,13.0,10.0,92.82,1000.0
"01/04/2016, 05:00:00 PM",93.0,140.5,5.4,173.5,14.0,11.0,94.26,1000.0
"01/04/2016, 06:00:00 PM",119.0,221.5,5.0,279.5,14.0,11.0,89.63,1000.0
"01/04/2016, 07:00:00 PM",340.0,234.5,4.25,423.5,15.0,11.0,90.86,1000.0
"01/04/2016, 08:00:00 PM",181.0,257.5,3.25,360.0,15.0,11.0,92.03,1000.0
"01/04/2016, 09:00:00 PM",413.5,150.5,2.4,358.0,15.0,11.0,92.835,1000.0
"01/04/2016, 10:00:00 PM",757.0,81.0,1.75,402.0,15.0,11.0,87.325,1000.0
"01/04/2016, 11:00:00 PM",636.5,65.0,1.3,248.5,15.0,12.0,90.73,1000.0
"01/05/2016, 12:00:00 AM",344.0,35.5,1.15,80.5,14.5,12.0,94.315,1000.0
"01/05/2016, 01:00:00 AM",0.0,0.0,1.5,0.0,14.0,11.5,96.89,1005.0
"01/05/2016, 02:00:00 AM",0.0,0.0,1.8,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 03:00:00 AM",0.0,0.0,1.85,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 04:00:00 AM",0.0,0.0,1.8,0.0,14.0,11.0,99.795,1010.0
"01/05/2016, 05:00:00 AM",0.0,0.0,1.95,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 06:00:00 AM",0.0,0.0,2.1,0.0,13.5,11.0,100.0,1010.0
"01/05/2016, 07:00:00 AM",0.0,0.0,2.1,0.0,13.0,11.0,100.0,1010.0
"01/05/2016, 08:00:00 AM",0.0,0.0,2.1,0.0,13.0,11.0,100.0,1010.0
"01/05/2016, 09:00:00 AM",0.0,0.0,2.25,0.0,13.0,11.0,100.0,1010.0
"01/05/2016, 10:00:00 AM",0.0,0.0,2.5,0.0,13.0,11.0,100.0,1010.0
"01/05/2016, 11:00:00 AM",0.0,0.0,3.0,0.0,13.0,11.0,100.0,1010.0
"01/05/2016, 12:00:00 PM",0.0,0.0,3.6,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 01:00:00 PM",0.0,0.0,4.4,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 02:00:00 PM",0.0,0.0,5.3,0.0,14.0,11.0,100.0,1010.0
"01/05/2016, 03:00:00 PM",0.0,4.0,6.3,4.0,14.0,12.0,99.81,1010.0
"01/05/2016, 04:00:00 PM",0.0,23.0,7.55,23.0,15.0,13.0,100.0,1010.0
"01/05/2016, 05:00:00 PM",3.0,92.5,8.4,94.0,15.0,12.0,92.955,1010.0
"01/05/2016, 06:00:00 PM",0.0,92.0,8.8,92.0,15.0,12.0,93.265,1010.0
"01/05/2016, 07:00:00 PM",2.0,116.5,8.7,117.5,15.0,13.0,95.15,1010.0
"01/05/2016, 08:00:00 PM",0.0,88.5,8.0,88.5,16.0,13.0,97.645,1010.0
"01/05/2016, 09:00:00 PM",12.0,181.0,7.4,187.5,15.5,13.0,99.265,1000.0
"01/05/2016, 10:00:00 PM",0.0,32.0,7.15,32.0,15.0,13.0,97.915,1000.0
"01/05/2016, 11:00:00 PM",0.0,38.5,6.85,38.5,14.5,12.0,96.375,1005.0
"01/06/2016, 12:00:00 AM",0.0,13.0,6.35,13.0,14.0,11.0,96.615,1010.0
"01/06/2016, 01:00:00 AM",0.0,0.0,5.8,0.0,13.5,11.0,97.655,1010.0
"01/06/2016, 02:00:00 AM",0.0,0.0,5.6,0.0,13.0,10.0,99.52,1010.0
"01/06/2016, 03:00:00 AM",0.0,0.0,5.8,0.0,13.0,10.0,98.02,1010.0
"01/06/2016, 04:00:00 AM",0.0,0.0,6.2,0.0,13.0,10.0,96.895,1010.0
"01/06/2016, 05:00:00 AM",0.0,0.0,6.5,0.0,13.0,10.0,96.125,1010.0
"01/06/2016, 06:00:00 AM",0.0,0.0,6.55,0.0,13.0,10.0,95.155,1010.0
"01/06/2016, 07:00:00 AM",0.0,0.0,6.5,0.0,13.0,10.0,94.525,1010.0
"01/06/2016, 08:00:00 AM",0.0,0.0,6.55,0.0,13.0,10.0,94.425,1010.0
"01/06/2016, 09:00:00 AM",0.0,0.0,6.25,0.0,13.0,10.0,94.505,1010.0
"01/06/2016, 10:00:00 AM",0.0,0.0,5.75,0.0,13.0,10.0,94.2,1010.0
"01/06/2016, 11:00:00 AM",0.0,0.0,5.25,0.0,13.0,9.0,93.525,1010.0
"01/06/2016, 12:00:00 PM",0.0,0.0,4.8,0.0,13.0,9.0,92.93,1010.0
"01/06/2016, 01:00:00 PM",0.0,0.0,4.4,0.0,13.0,9.0,92.04,1010.0
"01/06/2016, 02:00:00 PM",0.0,0.0,4.0,0.0,13.0,9.0,91.07,1010.0
"01/06/2016, 03:00:00 PM",160.5,18.5,3.75,36.0,13.0,9.0,92.265,1010.0
"01/06/2016, 04:00:00 PM",573.0,61.5,4.15,201.0,14.0,9.0,87.21,1010.0
"01/06/2016, 05:00:00 PM",735.0,80.0,4.8,366.0,14.0,10.0,82.045,1010.0
"01/06/2016, 06:00:00 PM",581.0,150.0,5.75,435.0,15.0,10.0,82.635,1010.0
"01/06/2016, 07:00:00 PM",291.5,244.5,6.7,407.5,15.0,10.0,84.385,1010.0
"01/06/2016, 08:00:00 PM",57.5,138.5,7.35,171.5,15.0,11.0,88.005,1010.0
"01/06/2016, 09:00:00 PM",0.0,25.0,7.4,25.0,15.0,11.0,92.73,1010.0
"01/06/2016, 10:00:00 PM",0.0,21.5,6.9,21.5,15.0,12.0,96.635,1010.0
"01/06/2016, 11:00:00 PM",0.0,4.0,5.95,4.0,15.0,12.0,97.86,1010.0
"01/07/2016, 12:00:00 AM",0.0,1.0,4.85,1.0,14.5,11.5,98.375,1010.0
"01/07/2016, 01:00:00 AM",0.0,0.0,4.05,0.0,13.5,11.0,100.0,1010.0
"01/07/2016, 02:00:00 AM",0.0,0.0,3.6,0.0,13.0,11.0,97.895,1010.0
"01/07/2016, 03:00:00 AM",0.0,0.0,3.4,0.0,13.0,10.0,97.03,1010.0
"01/07/2016, 04:00:00 AM",0.0,0.0,3.5,0.0,12.5,10.0,93.98,1010.0
"01/07/2016, 05:00:00 AM",0.0,0.0,3.9,0.0,12.0,10.0,94.495,1010.0
"01/07/2016, 06:00:00 AM",0.0,0.0,4.45,0.0,12.0,10.0,96.005,1010.0
"01/07/2016, 07:00:00 AM",0.0,0.0,5.15,0.0,13.0,10.0,99.275,1010.0
"01/07/2016, 08:00:00 AM",0.0,0.0,6.3,0.0,13.0,11.0,96.91,1010.0
"01/07/2016, 09:00:00 AM",0.0,0.0,7.4,0.0,14.0,11.0,100.0,1010.0
"01/07/2016, 10:00:00 AM",0.0,0.0,8.1,0.0,14.0,11.0,100.0,1010.0
"01/07/2016, 11:00:00 AM",0.0,0.0,8.05,0.0,14.0,12.0,94.765,1010.0
"01/07/2016, 12:00:00 PM",0.0,0.0,7.55,0.0,14.0,11.0,95.215,1010.0
"01/07/2016, 01:00:00 PM",0.0,0.0,7.0,0.0,13.5,10.0,93.06,1010.0
"01/07/2016, 02:00:00 PM",0.0,0.0,6.35,0.0,13.0,10.0,91.595,1010.0
"01/07/2016, 03:00:00 PM",1.0,18.0,5.9,18.0,13.0,9.0,91.005,1010.0
"01/07/2016, 04:00:00 PM",46.0,95.5,5.65,107.5,13.0,9.0,88.18,1010.0
"01/07/2016, 05:00:00 PM",92.5,165.0,5.5,201.5,13.0,8.0,80.08,1010.0
"01/07/2016, 06:00:00 PM",136.0,221.0,5.55,289.5,13.0,8.0,78.41,1010.0
"01/07/2016, 07:00:00 PM",272.5,237.5,5.9,391.0,14.0,8.0,77.745,1010.0
"01/07/2016, 08:00:00 PM",452.0,217.0,6.3,474.0,13.5,8.0,77.72,1010.0
"01/07/2016, 09:00:00 PM",647.5,143.0,6.6,479.5,13.0,8.0,78.035,1010.0
"01/07/2016, 10:00:00 PM",423.0,153.0,6.65,336.0,13.0,8.0,81.575,1010.0
"01/07/2016, 11:00:00 PM",347.5,106.0,6.5,208.5,12.5,8.0,85.41,1010.0
"01/08/2016, 12:00:00 AM",393.0,36.5,6.3,89.5,12.0,8.0,86.85,1010.0
"01/08/2016, 01:00:00 AM",0.0,0.0,6.3,0.0,12.0,9.0,88.23,1010.0
"01/08/2016, 02:00:00 AM",0.0,0.0,6.2,0.0,12.0,9.0,89.155,1010.0
"01/08/2016, 03:00:00 AM",0.0,0.0,5.95,0.0,12.0,9.0,89.715,1010.0
"01/08/2016, 04:00:00 AM",0.0,0.0,5.55,0.0,12.0,9.0,92.43,1010.0
"01/08/2016, 05:00:00 AM",0.0,0.0,5.35,0.0,12.0,9.0,94.275,1010.0
"01/08/2016, 06:00:00 AM",0.0,0.0,5.2,0.0,12.0,8.0,93.495,1010.0
"01/08/2016, 07:00:00 AM",0.0,0.0,5.05,0.0,12.0,8.0,92.665,1010.0
"01/08/2016, 08:00:00 AM",0.0,0.0,4.85,0.0,11.5,8.0,91.395,1010.0
"01/08/2016, 09:00:00 AM",0.0,0.0,4.65,0.0,11.0,8.0,89.4,1010.0
"01/08/2016, 10:00:00 AM",0.0,0.0,4.45,0.0,11.0,8.0,87.625,1010.0
"01/08/2016, 11:00:00 AM",0.0,0.0,4.35,0.0,11.0,7.0,88.655,1010.0
"01/08/2016, 12:00:00 PM",0.0,0.0,4.15,0.0,11.0,7.0,89.32,1010.0
"01/08/2016, 01:00:00 PM",0.0,0.0,4.05,0.0,10.5,6.0,87.245,1010.0
"01/08/2016, 02:00:00 PM",0.0,0.0,3.9,0.0,10.0,6.0,85.665,1010.0
"01/08/2016, 03:00:00 PM",192.5,17.0,3.55,37.5,11.5,7.0,82.975,1010.0
"01/08/2016, 04:00:00 PM",628.0,56.0,3.35,208.5,13.0,7.0,80.08,1010.0
"01/08/2016, 05:00:00 PM",524.5,120.5,3.1,316.5,14.0,7.0,73.37,1010.0
"01/08/2016, 06:00:00 PM",875.5,76.0,2.9,513.0,14.0,7.0,66.975,1010.0
"01/08/2016, 07:00:00 PM",384.5,225.5,2.95,440.5,15.0,6.0,66.31,1010.0
"01/08/2016, 08:00:00 PM",918.0,77.5,3.15,600.0,15.0,6.0,62.37,1010.0
"01/08/2016, 09:00:00 PM",890.5,77.5,3.3,546.0,15.0,6.0,64.675,1010.0
"01/08/2016, 10:00:00 PM",841.0,69.5,3.4,434.0,14.5,6.0,66.92,1010.0
"01/08/2016, 11:00:00 PM",728.0,58.0,3.2,275.0,13.5,7.0,69.82,1010.0
"01/09/2016, 12:00:00 AM",454.5,34.0,2.65,96.0,12.5,7.0,82.935,1010.0
"01/09/2016, 01:00:00 AM",0.0,0.0,2.3,0.0,12.0,7.0,83.67,1010.0
"01/09/2016, 02:00:00 AM",0.0,0.0,2.0,0.0,12.0,7.0,82.685,1010.0
"01/09/2016, 03:00:00 AM",0.0,0.0,1.6,0.0,12.0,6.0,81.495,1010.0
"01/09/2016, 04:00:00 AM",0.0,0.0,1.2,0.0,11.5,6.0,80.115,1010.0
"01/09/2016, 05:00:00 AM",0.0,0.0,0.85,0.0,11.0,6.0,78.96,1010.0
"01/09/2016, 06:00:00 AM",0.0,0.0,0.7,0.0,11.0,6.0,78.485,1010.0
"01/09/2016, 07:00:00 AM",0.0,0.0,0.85,0.0,11.0,6.0,80.96,1010.0
"01/09/2016, 08:00:00 AM",0.0,0.0,1.35,0.0,11.0,6.0,83.905,1010.0
"01/09/2016, 09:00:00 AM",0.0,0.0,1.45,0.0,11.0,6.0,84.245,1010.0
"01/09/2016, 10:00:00 AM",0.0,0.0,1.3,0.0,11.0,6.0,84.41,1010.0
"01/09/2016, 11:00:00 AM",0.0,0.0,0.85,0.0,11.0,6.0,84.275,1010.0
"01/09/2016, 12:00:00 PM",0.0,0.0,0.35,0.0,11.0,6.0,78.45,1015.0
"01/09/2016, 01:00:00 PM",0.0,0.0,0.3,0.0,11.0,6.0,78.27,1020.0
"01/09/2016, 02:00:00 PM",0.0,0.0,0.4,0.0,11.0,6.0,78.23,1020.0
"01/09/2016, 03:00:00 PM",204.0,16.0,0.9,38.0,11.0,6.0,79.99,1020.0
"01/09/2016, 04:00:00 PM",636.0,53.5,1.5,208.0,12.5,7.0,77.87,1020.0
"01/09/2016, 05:00:00 PM",787.5,69.0,1.65,377.5,14.0,7.0,71.68,1020.0
"01/09/2016, 06:00:00 PM",621.5,140.5,1.75,446.5,15.0,6.0,66.32,1020.0
"01/09/2016, 07:00:00 PM",727.5,128.0,1.75,538.5,16.0,6.0,61.415,1020.0
"01/09/2016, 08:00:00 PM",884.5,86.0,1.95,591.5,16.0,6.0,62.13,1020.0
"01/09/2016, 09:00:00 PM",111.0,237.5,2.35,297.5,15.5,7.0,63.575,1020.0
"01/09/2016, 10:00:00 PM",68.0,177.5,2.45,206.0,15.0,7.0,67.665,1020.0
"01/09/2016, 11:00:00 PM",324.5,107.0,2.3,195.5,14.5,8.0,75.48,1020.0
"01/10/2016, 12:00:00 AM",319.5,42.5,1.9,88.0,13.0,9.0,86.45,1020.0
"01/10/2016, 01:00:00 AM",0.0,0.0,1.65,0.0,13.0,9.0,90.505,1020.0
"01/10/2016, 02:00:00 AM",0.0,0.0,1.6,0.0,13.0,9.0,91.28,1020.0
"01/10/2016, 03:00:00 AM",0.0,0.0,1.7,0.0,13.0,9.0,91.545,1020.0
"01/10/2016, 04:00:00 AM",0.0,0.0,1.75,0.0,13.0,9.0,91.5,1020.0
"01/10/2016, 05:00:00 AM",0.0,0.0,1.5,0.0,12.5,9.0,90.61,1020.0
"01/10/2016, 06:00:00 AM",0.0,0.0,1.3,0.0,12.0,9.0,89.605,1020.0
"01/10/2016, 07:00:00 AM",0.0,0.0,1.45,0.0,12.0,9.0,89.275,1020.0
"01/10/2016, 08:00:00 AM",0.0,0.0,2.0,0.0,12.0,9.0,92.615,1020.0
"01/10/2016, 09:00:00 AM",0.0,0.0,2.45,0.0,11.5,9.0,96.105,1020.0
"01/10/2016, 10:00:00 AM",0.0,0.0,2.6,0.0,11.0,9.0,95.735,1010.0
"01/10/2016, 11:00:00 AM",0.0,0.0,2.5,0.0,11.0,9.0,95.52,1010.0
"01/10/2016, 12:00:00 PM",0.0,0.0,2.2,0.0,11.0,9.0,95.27,1010.0
"01/10/2016, 01:00:00 PM",0.0,0.0,2.0,0.0,11.0,9.0,94.92,1015.0
"01/10/2016, 02:00:00 PM",0.0,0.0,2.05,0.0,11.0,9.0,94.785,1020.0
"01/10/2016, 03:00:00 PM",0.0,13.0,2.25,13.0,12.0,9.0,97.53,1020.0
"01/10/2016, 04:00:00 PM",0.0,73.0,2.4,73.0,13.0,10.0,93.745,1020.0
"01/10/2016, 05:00:00 PM",0.5,132.0,1.95,132.5,14.0,10.0,89.675,1020.0
"01/10/2016, 06:00:00 PM",6.5,171.5,1.3,175.0,15.0,10.0,84.105,1020.0
"01/10/2016, 07:00:00 PM",186.5,246.5,0.65,353.0,15.0,10.0,83.78,1020.0
"01/10/2016, 08:00:00 PM",103.0,264.0,0.25,323.0,15.0,10.0,83.71,1010.0
"01/10/2016, 09:00:00 PM",36.5,216.0,0.7,236.0,15.0,10.0,78.675,1010.0
"01/10/2016, 10:00:00 PM",5.5,123.5,1.4,126.5,15.0,10.0,78.815,1010.0
"01/10/2016, 11:00:00 PM",0.0,53.5,1.7,53.5,14.5,10.0,81.735,1010.0
"01/11/2016, 12:00:00 AM",0.0,18.5,1.85,18.5,13.5,10.0,93.065,1020.0
"01/11/2016, 01:00:00 AM",0.0,0.0,2.15,0.0,13.0,10.0,95.32,1020.0
"01/11/2016, 02:00:00 AM",0.0,0.0,2.45,0.0,13.0,10.0,98.72,1020.0
"01/11/2016, 03:00:00 AM",0.0,0.0,2.85,0.0,13.0,10.0,98.885,1020.0
"01/11/2016, 04:00:00 AM",0.0,0.0,3.0,0.0,12.5,10.0,98.435,1020.0
"01/11/2016, 05:00:00 AM",0.0,0.0,2.95,0.0,12.0,10.0,96.68,1020.0
"01/11/2016, 06:00:00 AM",0.0,0.0,2.85,0.0,12.0,10.0,93.715,1020.0
"01/11/2016, 07:00:00 AM",0.0,0.0,2.65,0.0,12.0,9.0,93.515,1020.0
"01/11/2016, 08:00:00 AM",0.0,0.0,2.5,0.0,12.0,8.0,93.22,1020.0
"01/11/2016, 09:00:00 AM",0.0,0.0,2.05,0.0,12.0,8.0,89.93,1020.0
"01/11/2016, 10:00:00 AM",0.0,0.0,1.6,0.0,12.0,8.0,87.61,1020.0
"01/11/2016, 11:00:00 AM",0.0,0.0,1.8,0.0,11.5,7.0,86.705,1020.0
"01/11/2016, 12:00:00 PM",0.0,0.0,2.15,0.0,11.0,7.0,86.63,1020.0
"01/11/2016, 01:00:00 PM",0.0,0.0,2.4,0.0,11.0,7.0,86.8,1020.0
"01/11/2016, 02:00:00 PM",0.0,0.0,2.5,0.0,11.0,7.0,86.855,1020.0
"01/11/2016, 03:00:00 PM",163.0,19.0,2.55,36.5,12.5,8.0,85.89,1020.0
"01/11/2016, 04:00:00 PM",574.0,66.0,2.75,206.5,14.0,8.0,78.445,1020.0
"01/11/2016, 05:00:00 PM",605.5,101.0,2.6,336.5,15.0,7.0,65.765,1020.0
"01/11/2016, 06:00:00 PM",550.0,156.0,2.1,430.5,16.0,5.0,53.96,1020.0
"01/11/2016, 07:00:00 PM",324.5,243.0,1.4,426.5,17.0,4.0,50.84,1020.0
"01/11/2016, 08:00:00 PM",442.0,221.5,0.8,475.5,17.0,5.0,48.895,1020.0
"01/11/2016, 09:00:00 PM",371.0,214.5,1.05,413.5,17.0,5.0,49.545,1020.0
"01/11/2016, 10:00:00 PM",590.5,122.0,1.7,379.5,17.0,5.0,51.535,1020.0
"01/11/2016, 11:00:00 PM",558.0,84.0,2.2,255.0,16.5,6.0,58.95,1020.0
"01/12/2016, 12:00:00 AM",335.5,44.0,2.55,92.5,14.5,7.0,72.55,1020.0
"01/12/2016, 01:00:00 AM",0.0,0.0,2.8,0.0,13.5,6.0,70.845,1020.0
"01/12/2016, 02:00:00 AM",0.0,0.0,2.75,0.0,13.0,6.0,72.75,1020.0
"01/12/2016, 03:00:00 AM",0.0,0.0,2.55,0.0,13.0,6.0,74.61,1020.0
"01/12/2016, 04:00:00 AM",0.0,0.0,2.45,0.0,13.0,6.0,73.35,1020.0
"01/12/2016, 05:00:00 AM",0.0,0.0,2.4,0.0,12.5,6.0,71.82,1020.0
"01/12/2016, 06:00:00 AM",0.0,0.0,2.5,0.0,12.0,5.0,73.115,1020.0
"01/12/2016, 07:00:00 AM",0.0,0.0,2.45,0.0,12.0,5.0,74.295,1020.0
"01/12/2016, 08:00:00 AM",0.0,0.0,2.25,0.0,12.0,5.0,72.615,1020.0
