datetime,PV,WF,day,hour
2019-01-15 12:00:00,49.556799618202284,0.0,15,12
2019-01-15 13:00:00,51.931766600245595,0.0,15,13
2019-01-15 14:00:00,31.067878879320173,0.0,15,14
2019-01-15 15:00:00,29.405313301612892,0.0,15,15
2019-01-15 16:00:00,18.914641039296257,0.0,15,16
2019-01-15 17:00:00,1.267947327054963,0.0,15,17
2019-01-15 18:00:00,0.0,0.0,15,18
2019-01-15 19:00:00,0.0,0.0,15,19
2019-01-15 20:00:00,0.0,0.0,15,20
2019-01-15 21:00:00,0.0,0.0,15,21
2019-01-15 22:00:00,0.0,0.0,15,22
2019-01-15 23:00:00,0.0,0.0,15,23
2019-01-16 00:00:00,0.0,0.0,16,0
2019-01-16 01:00:00,0.0,0.0,16,1
2019-01-16 02:00:00,0.0,16084.95732572571,16,2
2019-01-16 03:00:00,0.0,35548.6984071035,16,3
2019-01-16 04:00:00,0.0,35505.42656831817,16,4
2019-01-16 05:00:00,0.0,58889.76658353222,16,5
2019-01-16 06:00:00,0.0,61520.929055996356,16,6
2019-01-16 07:00:00,0.0,219850.9535470687,16,7
2019-01-16 08:00:00,5.274816943857812,548785.7434047795,16,8
2019-01-16 09:00:00,27.27174618252741,706966.7958424554,16,9
2019-01-16 10:00:00,37.725671625836846,886570.9826434437,16,10
2019-01-16 11:00:00,48.147989902389725,1135359.523561809,16,11
2019-01-16 12:00:00,43.230107979497305,1431228.9920258687,16,12
2019-01-16 13:00:00,26.66561197082492,1627642.4199323494,16,13
2019-01-16 14:00:00,20.89322033634921,1673104.063316739,16,14
2019-01-16 15:00:00,15.00459234250942,1531998.5671014674,16,15
2019-01-16 16:00:00,9.501605730151233,1297727.6776805602,16,16
2019-01-16 17:00:00,0.0,1228461.1540626779,16,17
2019-01-16 18:00:00,0.0,1599757.5442635221,16,18
2019-01-16 19:00:00,0.0,1607101.5434148957,16,19
2019-01-16 20:00:00,0.0,1553358.7196013536,16,20
2019-01-16 21:00:00,0.0,1551622.6864693717,16,21
2019-01-16 22:00:00,0.0,1549651.8034839595,16,22
2019-01-16 23:00:00,0.0,1374751.2871899996,16,23
2019-01-17 00:00:00,0.0,1008638.6598645853,17,0
2019-01-17 01:00:00,0.0,684015.8865611757,17,1
2019-01-17 02:00:00,0.0,592568.6114164144,17,2
2019-01-17 03:00:00,0.0,593290.9507879268,17,3
2019-01-17 04:00:00,0.0,496813.2177981403,17,4
2019-01-17 05:00:00,0.0,384423.51901731803,17,5
2019-01-17 06:00:00,0.0,320136.33227039955,17,6
2019-01-17 07:00:00,0.0,642572.9190344454,17,7
2019-01-17 08:00:00,7.210523357144256,1383067.0727411471,17,8
2019-01-17 09:00:00,27.160029593928215,1691402.846140597,17,9
2019-01-17 10:00:00,40.108865759518025,1733188.7533039444,17,10
2019-01-17 11:00:00,37.274921392826855,1639572.8409132457,17,11
2019-01-17 12:00:00,3.8422238030895914,1393827.3032101295,17,12
2019-01-17 13:00:00,6.9589303371472395,1078572.8069350086,17,13
2019-01-17 14:00:00,44.424193492597055,729463.9412416432,17,14
2019-01-17 15:00:00,66.98791866128349,297365.33739159483,17,15
2019-01-17 16:00:00,63.68914043152394,49259.257283499355,17,16
2019-01-17 17:00:00,22.108546440797305,0.0,17,17
2019-01-17 18:00:00,0.0,0.0,17,18
2019-01-17 19:00:00,0.0,0.0,17,19
2019-01-17 20:00:00,0.0,0.0,17,20
2019-01-17 21:00:00,0.0,0.0,17,21
2019-01-17 22:00:00,0.0,0.0,17,22
2019-01-17 23:00:00,0.0,0.0,17,23
2019-01-18 00:00:00,0.0,0.0,18,0
2019-01-18 01:00:00,0.0,0.0,18,1
2019-01-18 02:00:00,0.0,0.0,18,2
2019-01-18 03:00:00,0.0,0.0,18,3
2019-01-18 04:00:00,0.0,0.0,18,4
2019-01-18 05:00:00,0.0,0.0,18,5
2019-01-18 06:00:00,0.0,0.0,18,6
2019-01-18 07:00:00,0.0,0.0,18,7
2019-01-18 08:00:00,5.742590181753652,121265.17783517802,18,8
2019-01-18 09:00:00,6.193379286134912,344347.8749898655,18,9
2019-01-18 10:00:00,8.572485942232454,610609.553545623,18,10
2019-01-18 11:00:00,7.954276971981504,1237993.059775046,18,11
2019-01-18 12:00:00,25.499633675114985,1753733.0133924382,18,12
2019-01-18 13:00:00,16.778244638943857,1799345.0996855008,18,13
2019-01-18 14:00:00,20.177130463072977,1800000.0,18,14
2019-01-18 15:00:00,8.56116652959067,1800000.0,18,15
2019-01-18 16:00:00,1.1899263184831252,1798605.4109626736,18,16
2019-01-18 17:00:00,0.0,1791090.7658329227,18,17
2019-01-18 18:00:00,0.0,1790699.1570379157,18,18
2019-01-18 19:00:00,0.0,1797962.1164887305,18,19
2019-01-18 20:00:00,0.0,1799887.16376167,18,20
2019-01-18 21:00:00,0.0,1800000.0,18,21
2019-01-18 22:00:00,0.0,1800000.0,18,22
2019-01-18 23:00:00,0.0,1800000.0,18,23
2019-01-19 00:00:00,0.0,1800000.0,19,0
2019-01-19 01:00:00,0.0,1800000.0,19,1
2019-01-19 02:00:00,0.0,1800000.0,19,2
2019-01-19 03:00:00,0.0,1800000.0,19,3
2019-01-19 04:00:00,0.0,1800000.0,19,4
2019-01-19 05:00:00,0.0,1800000.0,19,5
2019-01-19 06:00:00,0.0,1800000.0,19,6
2019-01-19 07:00:00,0.6361656934625878,1800000.0,19,7
