GWP,Methane
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,99.99
315.4823121,112.23
358.4783865,112.23
397.4369643,112.23
371.5875884,112.23
306.891507,112.23
286.9715062,112.23
374.5743088,112.23
251.3816786,112.23
208.0479836,112.23
260.8794216,112.23
254.3044879,112.23
224.0215955,112.23
269.1839777,112.23
272.1685572,112.23
377.329681,112.23
386.2466809,112.23
385.2478151,112.23
304.4486747,112.23
302.1393251,112.23
276.5668431,112.23
361.8584533,112.23
336.8637519,112.23
409.5141843,112.23
417.7196692,112.23
412.8339344,112.23
374.5820876,112.23
354.6219765,112.23
285.7022205,112.23
364.731853,112.23
325.3999025,112.23
361.7097154,112.23
313.0390019,112.23
207.9510968,112.23
193.9832752,112.23
203.7204192,112.23
164.6472534,112.23
271.0867438,112.23
293.4860776,112.23
196.6116733,112.23
236.0189277,112.23
282.1467506,112.23
285.0411659,112.23
216.6729882,112.23
285.3250925,112.23
267.8680091,112.23
191.7457641,112.23
280.3175698,112.23
207.3818982,112.23
228.9500397,112.23
283.4071013,112.23
241.9707444,112.23
203.2337723,112.23
154.4228077,112.23
197.7488228,112.23
284.3724882,112.23
195.5878778,112.23
177.0919212,112.23
191.6478724,112.23
190.805952,112.23
236.1412515,112.23
233.6978027,112.23
181.1226053,112.23
173.7254534,112.23
275.5628782,112.23
305.1344652,112.23
298.6402435,112.23
259.2433889,112.23
204.0073566,112.23
236.8633821,112.23
281.4894085,112.23
192.6346101,112.23
174.9889772,112.23
187.6265747,112.23
279.1467353,112.23
221.2495998,112.23
357.9980585,112.23
327.3162595,112.23
309.7498474,112.23
276.0187123,112.23
291.2089115,112.23
353.0753015,112.23
284.8794289,112.23
232.4388586,112.23
155.9201825,112.23
206.6486504,112.23
304.7902776,112.23
265.0983887,112.23
248.8933558,112.23
139.2127728,112.23
221.2973434,112.23
209.9172831,112.23
230.4347934,112.23
199.7018527,112.23
278.0312541,112.23
265.1271811,112.23
158.0470305,112.23
165.3176192,112.23
247.0658083,112.23
290.6442856,112.23
264.52243,112.23
226.3375614,112.23
274.4010869,112.23
181.2643911,112.23
166.5321712,112.23
227.5812166,112.23
219.198151,112.23
291.3031024,112.23
319.4449165,112.23
252.9596497,112.23
320.827042,112.23
276.1585289,112.23
286.4508014,112.23
240.1875145,112.23
228.1465161,112.23
283.0717655,112.23
216.7962703,112.23
228.4822423,112.23
201.8866702,112.23
324.6529376,112.23
318.1622423,112.23
230.4445907,112.23
234.0190858,112.23
297.3186116,112.23
293.2923933,112.23
257.9873852,112.23
316.4593403,112.23
234.090202,112.23
305.9082215,112.23
309.4047971,112.23
311.1621883,112.23
312.3916295,112.23
331.650279,112.23
350.1863261,112.23
342.3705238,112.23
323.0563252,112.23
233.3698156,112.23
318.0264084,112.23
351.6700348,112.23
288.3983933,112.23
236.9111599,112.23
254.597324,112.23
291.4652159,112.23
289.5369148,112.23
280.0965238,112.23
285.2175252,112.23
254.9875834,112.23
281.5479782,112.23
334.4225757,112.23
244.3576307,112.23
299.1007381,112.23
275.4271094,112.23
289.8165925,112.23
288.3504959,112.23
249.1628313,112.23
255.0768676,112.23
269.6326055,112.23
303.856533,112.23
296.8774385,112.23
278.6700088,112.23
252.7467045,112.23
296.2381677,112.23
357.2302186,112.23
360.5052137,112.23
360.2699115,112.23
312.7003964,112.23
308.9719085,112.23
281.9937218,112.23
241.0792074,112.23
242.0423125,112.23
240.7760924,112.23
274.5701126,112.23
331.2978573,112.23
313.0877299,112.23
293.9005932,112.23
312.344484,112.23
314.1139799,112.23
297.4642959,112.23
321.6499431,112.23
346.4553261,112.23
278.2385781,112.23
281.957655,112.23
303.311715,112.23
296.2275424,112.23
281.4659582,112.23
296.5467179,112.23
297.5978694,112.23
317.7165327,112.23
359.0055645,112.23
303.8443081,112.23
317.6437375,112.23
355.7397569,112.23
357.5958551,112.23
336.2400354,112.23
308.9257502,112.23
288.4357743,112.23
287.1498195,112.23
297.0834503,112.23
306.0505795,112.23
357.3283914,112.23
367.7650656,112.23
365.8409373,112.23
325.6171599,112.23
349.478413,112.23
392.3108925,112.23
390.6586051,112.23
386.3706702,112.23
385.6261631,112.23
363.6924979,112.23
321.6661193,112.23
255.4672884,112.23
265.4001453,112.23
265.7167186,112.23
260.0573698,112.23
300.7307703,112.23
354.3585349,112.23
363.1054183,112.23
373.3195973,112.23
364.2058989,112.23
361.1678975,112.23
355.3253768,112.23
339.9224913,112.23
338.9777409,112.23
350.2938482,112.23
290.9945759,112.23
297.2490571,112.23
299.9524112,112.23
295.032644,112.23
309.8274777,112.23
321.4169443,112.23
343.1618426,112.23
342.2920363,112.23
344.2232982,112.23
338.9345554,112.23
331.9651744,112.23
316.1783569,112.23
312.5461346,112.23
306.3814988,112.23
318.788324,112.23
357.2772266,112.23
369.8275167,112.23
344.8611972,112.23
345.4934577,112.23
355.8052813,112.23
381.9102857,112.23
371.1520456,112.23
364.5775092,112.23
374.4193595,112.23
398.3677306,112.23
376.4573341,112.23
310.6288672,112.23
290.551369,112.23
288.0542262,112.23
303.866988,112.23
311.130246,112.23
345.2188178,112.23
315.8628408,112.23
274.0000484,112.23
308.1754591,112.23
350.9794513,112.23
351.5654717,112.23
312.606714,112.23
287.1878097,112.23
306.5526388,112.23
313.5443714,112.23
285.3557147,112.23
311.6488,112.23
398.0301129,112.23
382.4023969,112.23
354.934331,112.23
363.8620531,112.23
375.4369307,112.23
357.0390285,112.23
370.8071104,112.23
368.6505795,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
315.4823121,112.23
