Settlement Point Price
50.14
52.02
56.01
51.55
47.77
48.53
50.65
52.2
49.81
50.36
47.39
50.34
54.15
59.08
54.93
53.23
61.02
55.68
55.82
51.06
53.35
55.73
55.23
56.32
65.46
64.76
53.66
55.36
62.73
64.59
60.94
67.63
68.91
77.23
68.53
64.39
64.69
60.33
63.89
71.45
65.69
55.91
60.53
67.7
71.99
81.82
74.48
71.09
74.14
63
66.37
77.57
71.93
78.05
71.74
68.49
65.97
73.22
75.52
80.04
81.04
69.27
61.97
64.48
76.46
76.43
75.21
63.79
71.95
73.22
64.7
59.69
65.63
67.74
59.18
53.36
59.2
63.15
50.53
51.2
55.7
54.65
56.7
53.74
52.49
54.27
51.24
55.09
57.16
51.91
43
44.22
40.56
34.17
39.07
40.66
36.91
33.65
32.75
31.84
34.87
41.75
48.62
51.66
46.82
47.02
46.74
42.21
51.48
43.91
41.69
45.23
48.58
47.28
48.75
42.8
43.28
22.98
32
34.69
37.76
41.14
29.92
32.38
40.72
50.29
44.64
34
31.7
25.76
28.42
35.38
17.51
16.67
18.44
24.47
25.92
28.44
46
40.55
31.49
38.33
53.95
49.21
37.16
53.21
56.96
47.56
46.42
32.57
32.86
30.38
52.47
42.75
54.35
31.29
42.7
42.44
38.85
47.78
50.21
29.36
35.22
30.94
30.89
33.41
34.89
41.12
35.08
29.25
40.94
44.18
41.34
44.54
40.6
27.73
35.08
39.42
20.01
80.16
113.39
196.15
34.28
35.58
21.16
10.45
21.52
17.46
8.25
9.65
9.94
17.51
24.34
15.11
17.84
25.58
21.26
22.47
16.25
15.51
30.04
25.86
9.68
6.14
19.65
19.98
18.98
20.5
16.71
20.3
22.92
18.05
25.27
27.8
22.41
13.71
11.71
18.58
31.26
44.66
32.74
25.61
20.77
16.67
10.49
6.74
14.5
15.01
16.05
26.92
19.98
16.4
6.58
11.46
12.67
21.43
21.9
16.35
10.01
13.9
12.54
15.14
13.1
19.3
20.11
15.74
17.73
20.33
18.25
15.62
17.61
16.44
14.69
19.94
19.01
25.64
19.26
17.38
15.55
16.98
17.31
17.56
12.97
14.9
32.01
28.19
18.41
16.87
16.25
18.7
20.89
20.48
27.25
22.33
26.62
22.3
16.49
19.76
19.87
17.46
19.39
19.03
19.46
14.97
17.32
23.14
18.55
16.68
16.23
14.74
15.73
15.22
22.77
18.41
14.9
14.2
17.91
21.26
25.05
17.06
16.14
26.78
19.64
15.74
19.61
17.1
20.96
29.97
16.62
18.27
23.35
17.67
18.06
24.26
19.29
19.37
25.81
18.65
18.08
22.67
19.63
23.59
25.18
25.03
22.07
20.74
20.6
20.76
25.24
22.21
20.89
21.14
22.45
21.87
21.07
20.28
18.34
15.86
14.76
14.8
17.47
24.21
21.53
21.56
20.8
21.94
23.17
19.29
18.1
19.17
18.56
22.09
18.83
23.88
20.2
25.06
22.75
21.82
28.28
26.64
25.85
24.81
24.37
24.18
26.15
22.98
22.04
22.42
25.22
26.5
31.83
30.84
25.47
23.1
23.01
20.18
21.91
27.4
26.39
26.36
22.38
26.03
28.93
27.45
31.86
22.89
20.81
23.54
23.49
26.17
25.02
26.23
23.97
21.21
21.67
26.43
27.47
24.04
25.91
28.95
27.73
28.98
26.64
27.71
28.21
26.37
26.69
23.99
24.59
30.03
28.79
28.44
27.77
27.6
30.68
28.81
23.68
27.57
26.78
27.79
42.18
31.53
31.04
41.01
34.24
39.83
31.74
31.96
28.03
32.12
36.86
23.67
22.57
21.1
18.18
16.93
21.86
25.09
20.7
23.03
22.65
19.84
23.03
23.64
21.76
22.59
23.93
25.34
24.05
16.94
18.42
22.2
22.58
21.4
22.01
23.4
22.24
21.93
20.19
19.91
19.25
22.59
23.4
22.06
23.33
26
26.33
17.47
20.76
13.24
20.5
18.06
18.38
21.54
25.2
20.97
21.61
21.6
12.27
21.74
23.72
19.59
15.37
17.29
23.45
21.97
32.32
19.32
33.4
31.83
29.04
41.25
30.23
20.48
18.32
16.91
22.95
14.04
14.87
18.38
16.03
23.67
29.97
39.13
29.37
27
25.56
23.07
15.53
29.58
15.46
14.34
11.95
23.72
20.88
17.4
21.23
23.28
29.04
28.76
19.54
10.35
20.59
22.1
20.93
20.69
25.52
25.14
17.07
13.49
22.13
19.45
18.29
16.96
15.94
16.48
16.97
16.35
18.16
16.34
16.9
14.09
13.56
16.67
15.94
13.43
11.16
23.93
20.49
24.67
26.57
20.29
13.05
15.5
20.22
22.06
16.66
17.4
26.37
23.05
5.61
9.52
19.01
19.79
10.16
21.17
22.02
66.36
98.6
160.99
24.49
16.11
31.72
20.03
17.08
17.35
20.15
20.68
17.41
17.1
24.65
18.43
18.64
19.53
9.69
11.25
16.37
11.36
11.21
19.17
11.98
11.52
14.05
19.5
14.67
14.23
17.46
8.47
11.31
8.55
9.45
19.78
11.28
12.23
9.33
7.77
14.61
14.28
8.13
10.57
11.18
10.92
16.9
13
11.1
11.69
16.95
19.24
15.2
15.89
12.29
21.76
13.17
8.15
10.02
17.98
13.58
18.94
23.26
15.53
17.84
10.77
14.62
27.91
15.18
7.27
12.85
18.43
16.01
18.32
8.04
9.86
10.78
12.86
17.47
22.35
19.82
11.62
9.36
12.92
16.3
17.26
21.67
24.15
13.5
11.6
12.24
9.27
8.54
23.16
13.15
14.64
22.4
19.46
24.63
10.87
14.51
16.84
17
16.75
19
20.84
12.04
15.81
16.37
20.24
19.76
20.39
12.47
16.53
16.28
25.6
15.29
26.02
16.9
22.78
28.18
17.04
17.55
28.94
27.93
17.11
16.43
16.33
21.24
20.5
18.55
29.4
16.8
39.28
21.03
17.49
18.37
14.57
24.97
19.85
17.64
18.15
21.91
23.72
20.15
19.06
19
24.08
27.19
26.11
24.74
25.56
24.87
23.46
23.83
19.71
22.51
23.21
26.8
22.85
24.05
25.29
23.36
22.44
28.52
22.03
19.11
23.41
19.56
21.52
22.31
20.92
22.24
27.85
18.2
17.96
21.1
23.2
22.97
20.39
17.66
16.55
15.18
15.55
18.05
21.14
20.16
18.64
21.5
20.81
19.64
20.77
19.92
16.48
16.63
14.31
13.89
17.36
15.8
16.5
18.17
24.55
23.39
19.53
20.43
22.24
19.66
20.59
25.46
20
17.37
19.44
19.31
20.64
23.65
22.25
21.79
22.15
22.52
25.03
18.47
17.9
17.38
16.15
16.57
17.34
19.53
20.99
17.92
21.65
21.31
21.25
20.77
17.96
20.63
21.16
17.67
16.68
14.94
15.54
19.37
19.35
15.91
15.58
20.25
18.61
18.57
17.19
17.64
18.91
18.24
17.25
18.55
24.98
23.92
26.28
23.51
23.36
20.44
21.06
22.23
23.9
20.46
22.01
24.24
20.59
23.21
22.1
18.65
15.81
16.35
16.28
17.73
18.16
17.09
17.9
14.94
14.73
17.16
16.43
16.31
16.11
15.08
15.12
16.48
24.22
23.31
20.53
21.87
24.77
25.21
20.49
18.5
16.84
14.97
17.14
11.38
15.14
18.43
23.02
15.96
24.05
14.6
9.29
22.41
12.07
11.87
16.22
18.52
15.27
15.13
17.74
23.73
17.99
7.55
14.5
32.37
13.63
13.24
31.65
21.6
36.35
31.82
25.77
20.03
26.08
28.8
31.92
25.08
15.57
16.33
28.89
19.42
18.3
15.38
22.09
15.57
24.94
21.15
20.62
22.44
19.36
20.72
16.41
19.66
21.96
14.41
24.89
17.11
22.73
12.23
16.13
20.11
